,mid,items_radiant,items_dire
36228,36228,50.0,61.0
36229,36229,60.0,64.0
36230,36230,50.0,62.0
36231,36231,56.0,60.0
36232,36232,57.0,72.0
36233,36233,52.0,52.0
36234,36234,58.0,76.0
36235,36235,58.0,56.0
36236,36236,59.0,64.0
36237,36237,40.0,62.0
36238,36238,75.0,71.0
36239,36239,73.0,68.0
36240,36240,62.0,58.0
36241,36241,48.0,62.0
36242,36242,55.0,64.0
36243,36243,64.0,79.0
36244,36244,49.0,41.0
36245,36245,61.0,64.0
36246,36246,71.0,47.0
36247,36247,71.0,63.0
36248,36248,58.0,67.0
36249,36249,54.0,68.0
36250,36250,66.0,57.0
36251,36251,62.0,53.0
36252,36252,81.0,73.0
36253,36253,69.0,71.0
36254,36254,54.0,53.0
36255,36255,63.0,69.0
36256,36256,65.0,67.0
36257,36257,59.0,68.0
36258,36258,69.0,75.0
36259,36259,75.0,69.0
36260,36260,66.0,88.0
36261,36261,84.0,55.0
36262,36262,80.0,65.0
36263,36263,74.0,69.0
36264,36264,75.0,78.0
36265,36265,71.0,72.0
36266,36266,56.0,59.0
36267,36267,67.0,75.0
36268,36268,51.0,49.0
36269,36269,71.0,67.0
36270,36270,81.0,86.0
36271,36271,69.0,72.0
36272,36272,63.0,77.0
36273,36273,51.0,66.0
36274,36274,50.0,51.0
36275,36275,67.0,72.0
36276,36276,68.0,65.0
36277,36277,72.0,57.0
36278,36278,68.0,66.0
36279,36279,52.0,63.0
36280,36280,58.0,58.0
36281,36281,72.0,56.0
36282,36282,59.0,59.0
36283,36283,79.0,67.0
36284,36284,60.0,79.0
36285,36285,74.0,64.0
36286,36286,63.0,60.0
36287,36287,69.0,57.0
36288,36288,49.0,45.0
36289,36289,76.0,71.0
36290,36290,67.0,84.0
36291,36291,76.0,72.0
36292,36292,67.0,88.0
36293,36293,65.0,75.0
36294,36294,83.0,65.0
36295,36295,55.0,66.0
36296,36296,81.0,62.0
36297,36297,60.0,54.0
36298,36298,73.0,58.0
36299,36299,74.0,65.0
36300,36300,59.0,76.0
36301,36301,59.0,72.0
36302,36302,63.0,49.0
36303,36303,76.0,64.0
36304,36304,52.0,49.0
36305,36305,58.0,58.0
36306,36306,63.0,69.0
36307,36307,72.0,73.0
36308,36308,60.0,59.0
36309,36309,69.0,55.0
36310,36310,67.0,70.0
36311,36311,64.0,67.0
36312,36312,109.0,57.0
36313,36313,69.0,69.0
36314,36314,63.0,60.0
36315,36315,67.0,75.0
36316,36316,61.0,60.0
36317,36317,69.0,60.0
36318,36318,71.0,51.0
36319,36319,65.0,80.0
36320,36320,67.0,75.0
36321,36321,55.0,61.0
36322,36322,62.0,62.0
36323,36323,85.0,75.0
36324,36324,58.0,77.0
36325,36325,64.0,66.0
36326,36326,71.0,62.0
36327,36327,77.0,66.0
36328,36328,55.0,43.0
36329,36329,76.0,44.0
36330,36330,67.0,59.0
36331,36331,65.0,65.0
36332,36332,68.0,74.0
36333,36333,62.0,72.0
36334,36334,90.0,56.0
36335,36335,66.0,65.0
36336,36336,69.0,99.0
36337,36337,55.0,65.0
36338,36338,69.0,65.0
36339,36339,67.0,56.0
36340,36340,93.0,98.0
36341,36341,58.0,56.0
36342,36342,76.0,57.0
36343,36343,61.0,70.0
36344,36344,64.0,72.0
36345,36345,77.0,61.0
36346,36346,62.0,69.0
36347,36347,53.0,56.0
36348,36348,97.0,50.0
36349,36349,73.0,69.0
36350,36350,90.0,79.0
36351,36351,58.0,65.0
36352,36352,58.0,75.0
36353,36353,54.0,69.0
36354,36354,63.0,68.0
36355,36355,55.0,73.0
36356,36356,77.0,72.0
36357,36357,78.0,67.0
36358,36358,79.0,78.0
36359,36359,57.0,69.0
36360,36360,69.0,74.0
36361,36361,80.0,64.0
36362,36362,52.0,54.0
36363,36363,65.0,58.0
36364,36364,68.0,65.0
36365,36365,72.0,59.0
36366,36366,83.0,83.0
36367,36367,81.0,78.0
36368,36368,73.0,74.0
36369,36369,60.0,74.0
36370,36370,77.0,68.0
36371,36371,71.0,62.0
36372,36372,59.0,45.0
36373,36373,66.0,88.0
36374,36374,54.0,52.0
36375,36375,77.0,65.0
36376,36376,81.0,76.0
36377,36377,64.0,69.0
36378,36378,62.0,68.0
36379,36379,57.0,58.0
36380,36380,66.0,81.0
36381,36381,57.0,62.0
36382,36382,58.0,55.0
36383,36383,74.0,87.0
36384,36384,61.0,76.0
36385,36385,59.0,53.0
36386,36386,56.0,68.0
36387,36387,62.0,52.0
36388,36388,65.0,80.0
36389,36389,82.0,71.0
36390,36390,83.0,70.0
36391,36391,56.0,73.0
36392,36392,75.0,77.0
36393,36393,84.0,81.0
36394,36394,78.0,88.0
36395,36395,62.0,72.0
36396,36396,76.0,60.0
36397,36397,76.0,75.0
36398,36398,71.0,92.0
36399,36399,70.0,68.0
36400,36400,63.0,65.0
36401,36401,53.0,66.0
36402,36402,51.0,36.0
36403,36403,66.0,66.0
36404,36404,71.0,73.0
36405,36405,70.0,82.0
36406,36406,58.0,64.0
36407,36407,70.0,70.0
36408,36408,67.0,49.0
36409,36409,70.0,64.0
36410,36410,72.0,42.0
36411,36411,68.0,55.0
36412,36412,80.0,60.0
36413,36413,61.0,46.0
36414,36414,58.0,67.0
36415,36415,81.0,66.0
36416,36416,78.0,63.0
36417,36417,68.0,80.0
36418,36418,61.0,37.0
36419,36419,57.0,89.0
36420,36420,53.0,63.0
36421,36421,59.0,57.0
36422,36422,62.0,75.0
36423,36423,66.0,52.0
36424,36424,51.0,58.0
36425,36425,48.0,48.0
36426,36426,59.0,73.0
36427,36427,77.0,57.0
36428,36428,48.0,70.0
36429,36429,79.0,64.0
36430,36430,61.0,66.0
36431,36431,82.0,68.0
36432,36432,55.0,44.0
36433,36433,60.0,63.0
36434,36434,48.0,61.0
36435,36435,61.0,55.0
36436,36436,64.0,65.0
36437,36437,54.0,61.0
36438,36438,56.0,55.0
36439,36439,76.0,73.0
36440,36440,49.0,54.0
36441,36441,67.0,61.0
36442,36442,66.0,79.0
36443,36443,75.0,58.0
36444,36444,68.0,57.0
36445,36445,73.0,68.0
36446,36446,71.0,73.0
36447,36447,75.0,70.0
36448,36448,47.0,54.0
36449,36449,60.0,66.0
36450,36450,65.0,61.0
36451,36451,84.0,83.0
36452,36452,73.0,58.0
36453,36453,73.0,70.0
36454,36454,79.0,74.0
36455,36455,58.0,54.0
36456,36456,61.0,63.0
36457,36457,65.0,63.0
36458,36458,57.0,59.0
36459,36459,55.0,54.0
36460,36460,84.0,67.0
36461,36461,59.0,58.0
36462,36462,51.0,68.0
36463,36463,81.0,56.0
36464,36464,73.0,76.0
36465,36465,66.0,47.0
36466,36466,54.0,74.0
36467,36467,70.0,66.0
36468,36468,57.0,73.0
36469,36469,64.0,68.0
36470,36470,64.0,73.0
36471,36471,78.0,70.0
36472,36472,79.0,64.0
36473,36473,82.0,67.0
36474,36474,70.0,76.0
36475,36475,69.0,60.0
36476,36476,55.0,60.0
36477,36477,60.0,66.0
36478,36478,57.0,78.0
36479,36479,72.0,72.0
36480,36480,67.0,68.0
36481,36481,62.0,65.0
36482,36482,56.0,66.0
36483,36483,62.0,67.0
36484,36484,82.0,58.0
36485,36485,68.0,88.0
36486,36486,74.0,82.0
36487,36487,72.0,71.0
36488,36488,58.0,68.0
36489,36489,63.0,75.0
36490,36490,58.0,73.0
36491,36491,63.0,67.0
36492,36492,53.0,41.0
36493,36493,53.0,65.0
36494,36494,73.0,77.0
36495,36495,64.0,69.0
36496,36496,58.0,60.0
36497,36497,71.0,73.0
36498,36498,59.0,67.0
36499,36499,53.0,73.0
36500,36500,74.0,66.0
36501,36501,59.0,73.0
36502,36502,64.0,58.0
36503,36503,71.0,49.0
36504,36504,76.0,86.0
36505,36505,66.0,78.0
36506,36506,45.0,53.0
36507,36507,69.0,50.0
36508,36508,56.0,64.0
36509,36509,75.0,72.0
36510,36510,61.0,46.0
36511,36511,63.0,66.0
36512,36512,52.0,75.0
36513,36513,55.0,59.0
36514,36514,67.0,72.0
36515,36515,77.0,62.0
36516,36516,73.0,66.0
36517,36517,77.0,72.0
36518,36518,54.0,76.0
36519,36519,57.0,60.0
36520,36520,74.0,76.0
36521,36521,80.0,67.0
36522,36522,75.0,69.0
36523,36523,66.0,71.0
36524,36524,69.0,79.0
36525,36525,76.0,68.0
36526,36526,56.0,65.0
36527,36527,85.0,62.0
36528,36528,70.0,84.0
36529,36529,57.0,74.0
36530,36530,59.0,51.0
36531,36531,55.0,72.0
36532,36532,56.0,71.0
36533,36533,60.0,53.0
36534,36534,80.0,52.0
36535,36535,63.0,57.0
36536,36536,79.0,96.0
36537,36537,87.0,62.0
36538,36538,56.0,54.0
36539,36539,65.0,60.0
36540,36540,80.0,62.0
36541,36541,74.0,55.0
36542,36542,62.0,75.0
36543,36543,65.0,58.0
36544,36544,60.0,84.0
36545,36545,63.0,61.0
36546,36546,54.0,48.0
36547,36547,77.0,71.0
36548,36548,55.0,73.0
36549,36549,74.0,79.0
36550,36550,58.0,58.0
36551,36551,66.0,62.0
36552,36552,64.0,66.0
36553,36553,61.0,53.0
36554,36554,59.0,70.0
36555,36555,72.0,73.0
36556,36556,67.0,71.0
36557,36557,65.0,55.0
36558,36558,73.0,73.0
36559,36559,61.0,68.0
36560,36560,63.0,65.0
36561,36561,47.0,72.0
36562,36562,66.0,53.0
36563,36563,64.0,64.0
36564,36564,80.0,63.0
36565,36565,63.0,64.0
36566,36566,68.0,71.0
36567,36567,60.0,64.0
36568,36568,58.0,64.0
36569,36569,66.0,71.0
36570,36570,69.0,55.0
36571,36571,66.0,70.0
36572,36572,61.0,52.0
36573,36573,56.0,77.0
36574,36574,48.0,63.0
36575,36575,54.0,75.0
36576,36576,56.0,82.0
36577,36577,72.0,62.0
36578,36578,74.0,65.0
36579,36579,55.0,72.0
36580,36580,68.0,55.0
36581,36581,74.0,75.0
36582,36582,67.0,64.0
36583,36583,61.0,76.0
36584,36584,55.0,75.0
36585,36585,56.0,59.0
36586,36586,73.0,64.0
36587,36587,78.0,76.0
36588,36588,65.0,56.0
36589,36589,69.0,62.0
36590,36590,49.0,53.0
36591,36591,59.0,78.0
36592,36592,60.0,55.0
36593,36593,55.0,57.0
36594,36594,68.0,76.0
36595,36595,57.0,62.0
36596,36596,61.0,68.0
36597,36597,62.0,71.0
36598,36598,76.0,64.0
36599,36599,74.0,66.0
36600,36600,68.0,54.0
36601,36601,56.0,64.0
36602,36602,78.0,82.0
36603,36603,75.0,71.0
36604,36604,55.0,67.0
36605,36605,68.0,70.0
36606,36606,46.0,65.0
36607,36607,56.0,71.0
36608,36608,58.0,56.0
36609,36609,65.0,86.0
36610,36610,64.0,66.0
36611,36611,57.0,63.0
36612,36612,52.0,66.0
36613,36613,63.0,59.0
36614,36614,50.0,81.0
36615,36615,64.0,71.0
36616,36616,63.0,51.0
36617,36617,60.0,69.0
36618,36618,92.0,68.0
36619,36619,84.0,67.0
36620,36620,62.0,79.0
36621,36621,69.0,73.0
36622,36622,62.0,78.0
36623,36623,60.0,55.0
36624,36624,60.0,58.0
36625,36625,68.0,82.0
36626,36626,70.0,58.0
36627,36627,69.0,83.0
36628,36628,35.0,57.0
36629,36629,59.0,66.0
36630,36630,70.0,74.0
36631,36631,72.0,67.0
36632,36632,74.0,53.0
36633,36633,41.0,57.0
36634,36634,77.0,91.0
36635,36635,54.0,52.0
36636,36636,62.0,83.0
36637,36637,50.0,41.0
36638,36638,63.0,53.0
36639,36639,62.0,65.0
36640,36640,71.0,72.0
36641,36641,84.0,83.0
36642,36642,65.0,58.0
36643,36643,63.0,74.0
36644,36644,73.0,84.0
36645,36645,56.0,54.0
36646,36646,70.0,61.0
36647,36647,95.0,74.0
36648,36648,64.0,65.0
36649,36649,59.0,73.0
36650,36650,54.0,41.0
36651,36651,60.0,68.0
36652,36652,73.0,88.0
36653,36653,53.0,62.0
36654,36654,52.0,54.0
36655,36655,45.0,68.0
36656,36656,76.0,63.0
36657,36657,72.0,77.0
36658,36658,57.0,66.0
36659,36659,68.0,64.0
36660,36660,59.0,52.0
36661,36661,76.0,73.0
36662,36662,81.0,86.0
36663,36663,61.0,61.0
36664,36664,65.0,66.0
36665,36665,66.0,89.0
36666,36666,61.0,57.0
36667,36667,82.0,73.0
36668,36668,75.0,75.0
36669,36669,63.0,74.0
36670,36670,68.0,66.0
36671,36671,55.0,53.0
36672,36672,53.0,60.0
36673,36673,85.0,81.0
36674,36674,64.0,82.0
36675,36675,55.0,55.0
36676,36676,66.0,70.0
36677,36677,43.0,60.0
36678,36678,72.0,77.0
36679,36679,65.0,71.0
36680,36680,66.0,61.0
36681,36681,47.0,50.0
36682,36682,78.0,54.0
36683,36683,62.0,51.0
36684,36684,70.0,76.0
36685,36685,57.0,78.0
36686,36686,54.0,73.0
36687,36687,73.0,68.0
36688,36688,72.0,68.0
36689,36689,60.0,62.0
36690,36690,145.0,70.0
36691,36691,66.0,67.0
36692,36692,55.0,66.0
36693,36693,64.0,56.0
36694,36694,66.0,82.0
36695,36695,49.0,58.0
36696,36696,53.0,56.0
36697,36697,68.0,67.0
36698,36698,74.0,53.0
36699,36699,69.0,64.0
36700,36700,48.0,47.0
36701,36701,67.0,60.0
36702,36702,62.0,72.0
36703,36703,57.0,55.0
36704,36704,81.0,62.0
36705,36705,61.0,44.0
36706,36706,69.0,54.0
36707,36707,53.0,65.0
36708,36708,85.0,61.0
36709,36709,53.0,58.0
36710,36710,49.0,56.0
36711,36711,71.0,60.0
36712,36712,70.0,76.0
36713,36713,63.0,69.0
36714,36714,76.0,65.0
36715,36715,90.0,74.0
36716,36716,67.0,60.0
36717,36717,55.0,70.0
36718,36718,74.0,73.0
36719,36719,54.0,68.0
36720,36720,60.0,64.0
36721,36721,55.0,70.0
36722,36722,55.0,61.0
36723,36723,71.0,60.0
36724,36724,80.0,58.0
36725,36725,61.0,64.0
36726,36726,70.0,71.0
36727,36727,59.0,55.0
36728,36728,59.0,74.0
36729,36729,96.0,69.0
36730,36730,59.0,49.0
36731,36731,72.0,79.0
36732,36732,66.0,68.0
36733,36733,55.0,58.0
36734,36734,54.0,63.0
36735,36735,60.0,36.0
36736,36736,78.0,76.0
36737,36737,69.0,66.0
36738,36738,64.0,55.0
36739,36739,66.0,71.0
36740,36740,71.0,61.0
36741,36741,61.0,81.0
36742,36742,58.0,56.0
36743,36743,50.0,61.0
36744,36744,67.0,54.0
36745,36745,58.0,65.0
36746,36746,78.0,73.0
36747,36747,73.0,54.0
36748,36748,66.0,77.0
36749,36749,73.0,73.0
36750,36750,64.0,85.0
36751,36751,74.0,72.0
36752,36752,69.0,73.0
36753,36753,70.0,70.0
36754,36754,62.0,59.0
36755,36755,61.0,46.0
36756,36756,55.0,74.0
36757,36757,52.0,57.0
36758,36758,72.0,84.0
36759,36759,57.0,67.0
36760,36760,70.0,58.0
36761,36761,59.0,61.0
36762,36762,58.0,52.0
36763,36763,52.0,73.0
36764,36764,61.0,63.0
36765,36765,76.0,71.0
36766,36766,77.0,80.0
36767,36767,58.0,82.0
36768,36768,69.0,60.0
36769,36769,65.0,65.0
36770,36770,74.0,65.0
36771,36771,85.0,59.0
36772,36772,71.0,57.0
36773,36773,44.0,66.0
36774,36774,49.0,61.0
36775,36775,74.0,57.0
36776,36776,56.0,55.0
36777,36777,72.0,78.0
36778,36778,62.0,56.0
36779,36779,65.0,67.0
36780,36780,54.0,62.0
36781,36781,76.0,69.0
36782,36782,61.0,79.0
36783,36783,71.0,64.0
36784,36784,54.0,44.0
36785,36785,54.0,69.0
36786,36786,82.0,67.0
36787,36787,55.0,50.0
36788,36788,63.0,86.0
36789,36789,51.0,59.0
36790,36790,51.0,65.0
36791,36791,59.0,54.0
36792,36792,66.0,80.0
36793,36793,60.0,59.0
36794,36794,53.0,61.0
36795,36795,68.0,80.0
36796,36796,77.0,63.0
36797,36797,76.0,71.0
36798,36798,70.0,75.0
36799,36799,71.0,68.0
36800,36800,78.0,85.0
36801,36801,70.0,58.0
36802,36802,59.0,61.0
36803,36803,77.0,63.0
36804,36804,66.0,65.0
36805,36805,63.0,64.0
36806,36806,67.0,63.0
36807,36807,45.0,63.0
36808,36808,68.0,62.0
36809,36809,64.0,72.0
36810,36810,72.0,54.0
36811,36811,59.0,51.0
36812,36812,54.0,66.0
36813,36813,70.0,75.0
36814,36814,52.0,61.0
36815,36815,67.0,53.0
36816,36816,86.0,71.0
36817,36817,77.0,71.0
36818,36818,56.0,66.0
36819,36819,74.0,65.0
36820,36820,52.0,73.0
36821,36821,80.0,73.0
36822,36822,59.0,57.0
36823,36823,88.0,77.0
36824,36824,54.0,44.0
36825,36825,53.0,58.0
36826,36826,74.0,74.0
36827,36827,67.0,63.0
36828,36828,83.0,75.0
36829,36829,85.0,76.0
36830,36830,63.0,72.0
36831,36831,63.0,69.0
36832,36832,41.0,62.0
36833,36833,60.0,43.0
36834,36834,68.0,68.0
36835,36835,77.0,71.0
36836,36836,45.0,77.0
36837,36837,57.0,80.0
36838,36838,46.0,57.0
36839,36839,59.0,51.0
36840,36840,78.0,57.0
36841,36841,60.0,66.0
36842,36842,57.0,61.0
36843,36843,56.0,58.0
36844,36844,60.0,77.0
36845,36845,69.0,61.0
36846,36846,49.0,58.0
36847,36847,60.0,72.0
36848,36848,58.0,74.0
36849,36849,77.0,73.0
36850,36850,83.0,71.0
36851,36851,37.0,54.0
36852,36852,72.0,72.0
36853,36853,75.0,62.0
36854,36854,77.0,72.0
36855,36855,58.0,51.0
36856,36856,48.0,60.0
36857,36857,53.0,58.0
36858,36858,43.0,47.0
36859,36859,69.0,64.0
36860,36860,62.0,73.0
36861,36861,58.0,67.0
36862,36862,67.0,54.0
36863,36863,61.0,68.0
36864,36864,70.0,46.0
36865,36865,81.0,85.0
36866,36866,84.0,84.0
36867,36867,89.0,64.0
36868,36868,93.0,68.0
36869,36869,66.0,52.0
36870,36870,63.0,61.0
36871,36871,63.0,60.0
36872,36872,70.0,81.0
36873,36873,75.0,69.0
36874,36874,51.0,66.0
36875,36875,79.0,83.0
36876,36876,62.0,60.0
36877,36877,58.0,73.0
36878,36878,64.0,53.0
36879,36879,60.0,59.0
36880,36880,63.0,60.0
36881,36881,56.0,56.0
36882,36882,64.0,62.0
36883,36883,66.0,60.0
36884,36884,51.0,77.0
36885,36885,65.0,54.0
36886,36886,68.0,61.0
36887,36887,50.0,65.0
36888,36888,56.0,73.0
36889,36889,67.0,69.0
36890,36890,55.0,61.0
36891,36891,74.0,84.0
36892,36892,56.0,70.0
36893,36893,72.0,73.0
36894,36894,58.0,73.0
36895,36895,67.0,54.0
36896,36896,51.0,53.0
36897,36897,61.0,61.0
36898,36898,68.0,62.0
36899,36899,75.0,50.0
36900,36900,69.0,73.0
36901,36901,81.0,85.0
36902,36902,69.0,66.0
36903,36903,74.0,56.0
36904,36904,55.0,58.0
36905,36905,62.0,62.0
36906,36906,89.0,85.0
36907,36907,46.0,58.0
36908,36908,57.0,59.0
36909,36909,62.0,50.0
36910,36910,63.0,59.0
36911,36911,71.0,78.0
36912,36912,52.0,70.0
36913,36913,66.0,75.0
36914,36914,56.0,67.0
36915,36915,73.0,54.0
36916,36916,70.0,61.0
36917,36917,73.0,75.0
36918,36918,55.0,66.0
36919,36919,68.0,61.0
36920,36920,50.0,51.0
36921,36921,80.0,80.0
36922,36922,63.0,55.0
36923,36923,60.0,42.0
36924,36924,60.0,75.0
36925,36925,56.0,48.0
36926,36926,54.0,60.0
36927,36927,72.0,70.0
36928,36928,86.0,64.0
36929,36929,69.0,75.0
36930,36930,56.0,53.0
36931,36931,71.0,75.0
36932,36932,62.0,62.0
36933,36933,61.0,75.0
36934,36934,50.0,56.0
36935,36935,60.0,64.0
36936,36936,52.0,69.0
36937,36937,78.0,65.0
36938,36938,56.0,60.0
36939,36939,54.0,72.0
36940,36940,56.0,49.0
36941,36941,66.0,68.0
36942,36942,58.0,63.0
36943,36943,60.0,61.0
36944,36944,56.0,68.0
36945,36945,97.0,68.0
36946,36946,75.0,75.0
36947,36947,75.0,75.0
36948,36948,63.0,73.0
36949,36949,62.0,82.0
36950,36950,61.0,80.0
36951,36951,75.0,56.0
36952,36952,75.0,67.0
36953,36953,62.0,74.0
36954,36954,64.0,57.0
36955,36955,62.0,61.0
36956,36956,65.0,66.0
36957,36957,55.0,66.0
36958,36958,76.0,53.0
36959,36959,70.0,62.0
36960,36960,63.0,62.0
36961,36961,61.0,58.0
36962,36962,75.0,75.0
36963,36963,76.0,76.0
36964,36964,66.0,58.0
36965,36965,57.0,59.0
36966,36966,66.0,67.0
36967,36967,54.0,52.0
36968,36968,71.0,64.0
36969,36969,55.0,61.0
36970,36970,68.0,47.0
36971,36971,72.0,64.0
36972,36972,57.0,58.0
36973,36973,69.0,64.0
36974,36974,58.0,53.0
36975,36975,77.0,59.0
36976,36976,83.0,57.0
36977,36977,63.0,50.0
36978,36978,69.0,83.0
36979,36979,71.0,71.0
36980,36980,63.0,60.0
36981,36981,75.0,65.0
36982,36982,47.0,66.0
36983,36983,64.0,50.0
36984,36984,68.0,65.0
36985,36985,76.0,50.0
36986,36986,55.0,68.0
36987,36987,54.0,67.0
36988,36988,56.0,52.0
36989,36989,50.0,58.0
36990,36990,72.0,78.0
36991,36991,67.0,53.0
36992,36992,76.0,80.0
36993,36993,56.0,52.0
36994,36994,66.0,54.0
36995,36995,69.0,69.0
36996,36996,72.0,82.0
36997,36997,78.0,56.0
36998,36998,81.0,77.0
36999,36999,77.0,68.0
37000,37000,91.0,67.0
37001,37001,66.0,60.0
37002,37002,60.0,72.0
37003,37003,67.0,57.0
37004,37004,82.0,65.0
37005,37005,59.0,60.0
37006,37006,74.0,61.0
37007,37007,46.0,68.0
37008,37008,55.0,63.0
37009,37009,59.0,81.0
37010,37010,67.0,73.0
37011,37011,72.0,55.0
37012,37012,63.0,63.0
37013,37013,67.0,65.0
37014,37014,56.0,71.0
37015,37015,72.0,58.0
37016,37016,71.0,77.0
37017,37017,65.0,56.0
37018,37018,61.0,76.0
37019,37019,80.0,77.0
37020,37020,65.0,50.0
37021,37021,91.0,82.0
37022,37022,64.0,78.0
37023,37023,62.0,58.0
37024,37024,59.0,64.0
37025,37025,63.0,81.0
37026,37026,65.0,61.0
37027,37027,60.0,65.0
37028,37028,52.0,78.0
37029,37029,54.0,65.0
37030,37030,63.0,67.0
37031,37031,42.0,62.0
37032,37032,53.0,53.0
37033,37033,53.0,68.0
37034,37034,63.0,56.0
37035,37035,67.0,72.0
37036,37036,85.0,80.0
37037,37037,71.0,71.0
37038,37038,63.0,59.0
37039,37039,62.0,53.0
37040,37040,63.0,67.0
37041,37041,64.0,78.0
37042,37042,54.0,70.0
37043,37043,79.0,67.0
37044,37044,64.0,74.0
37045,37045,59.0,61.0
37046,37046,52.0,54.0
37047,37047,68.0,62.0
37048,37048,74.0,63.0
37049,37049,70.0,72.0
37050,37050,68.0,76.0
37051,37051,75.0,65.0
37052,37052,53.0,70.0
37053,37053,74.0,55.0
37054,37054,61.0,71.0
37055,37055,57.0,66.0
37056,37056,60.0,46.0
37057,37057,73.0,71.0
37058,37058,78.0,79.0
37059,37059,66.0,58.0
37060,37060,63.0,74.0
37061,37061,66.0,59.0
37062,37062,57.0,74.0
37063,37063,66.0,73.0
37064,37064,77.0,69.0
37065,37065,63.0,73.0
37066,37066,56.0,75.0
37067,37067,73.0,63.0
37068,37068,69.0,57.0
37069,37069,47.0,52.0
37070,37070,63.0,58.0
37071,37071,58.0,67.0
37072,37072,65.0,64.0
37073,37073,62.0,82.0
37074,37074,60.0,64.0
37075,37075,84.0,76.0
37076,37076,58.0,60.0
37077,37077,69.0,76.0
37078,37078,69.0,62.0
37079,37079,64.0,58.0
37080,37080,80.0,64.0
37081,37081,63.0,63.0
37082,37082,63.0,71.0
37083,37083,44.0,64.0
37084,37084,58.0,76.0
37085,37085,72.0,66.0
37086,37086,54.0,45.0
37087,37087,53.0,48.0
37088,37088,63.0,70.0
37089,37089,57.0,69.0
37090,37090,62.0,68.0
37091,37091,79.0,74.0
37092,37092,76.0,68.0
37093,37093,64.0,76.0
37094,37094,56.0,62.0
37095,37095,68.0,64.0
37096,37096,64.0,86.0
37097,37097,58.0,74.0
37098,37098,66.0,67.0
37099,37099,62.0,72.0
37100,37100,65.0,67.0
37101,37101,61.0,56.0
37102,37102,60.0,64.0
37103,37103,54.0,58.0
37104,37104,81.0,71.0
37105,37105,59.0,77.0
37106,37106,68.0,60.0
37107,37107,56.0,52.0
37108,37108,47.0,54.0
37109,37109,74.0,85.0
37110,37110,74.0,72.0
37111,37111,51.0,61.0
37112,37112,67.0,74.0
37113,37113,75.0,80.0
37114,37114,83.0,76.0
37115,37115,45.0,55.0
37116,37116,64.0,55.0
37117,37117,95.0,62.0
37118,37118,73.0,57.0
37119,37119,81.0,70.0
37120,37120,68.0,54.0
37121,37121,84.0,78.0
37122,37122,84.0,69.0
37123,37123,64.0,62.0
37124,37124,65.0,62.0
37125,37125,70.0,66.0
37126,37126,50.0,59.0
37127,37127,47.0,46.0
37128,37128,80.0,77.0
37129,37129,70.0,74.0
37130,37130,53.0,66.0
37131,37131,76.0,90.0
37132,37132,79.0,56.0
37133,37133,68.0,56.0
37134,37134,59.0,58.0
37135,37135,77.0,64.0
37136,37136,70.0,86.0
37137,37137,64.0,48.0
37138,37138,57.0,57.0
37139,37139,72.0,67.0
37140,37140,76.0,72.0
37141,37141,62.0,59.0
37142,37142,75.0,54.0
37143,37143,67.0,81.0
37144,37144,79.0,75.0
37145,37145,71.0,78.0
37146,37146,63.0,69.0
37147,37147,71.0,51.0
37148,37148,53.0,61.0
37149,37149,51.0,71.0
37150,37150,71.0,81.0
37151,37151,51.0,69.0
37152,37152,67.0,69.0
37153,37153,68.0,74.0
37154,37154,66.0,62.0
37155,37155,74.0,82.0
37156,37156,80.0,66.0
37157,37157,69.0,57.0
37158,37158,64.0,56.0
37159,37159,82.0,51.0
37160,37160,69.0,85.0
37161,37161,72.0,78.0
37162,37162,67.0,58.0
37163,37163,42.0,51.0
37164,37164,66.0,65.0
37165,37165,67.0,72.0
37166,37166,69.0,65.0
37167,37167,56.0,67.0
37168,37168,60.0,60.0
37169,37169,61.0,50.0
37170,37170,66.0,70.0
37171,37171,62.0,64.0
37172,37172,55.0,49.0
37173,37173,55.0,65.0
37174,37174,65.0,71.0
37175,37175,57.0,76.0
37176,37176,56.0,42.0
37177,37177,75.0,75.0
37178,37178,43.0,58.0
37179,37179,82.0,70.0
37180,37180,59.0,67.0
37181,37181,60.0,69.0
37182,37182,49.0,63.0
37183,37183,66.0,76.0
37184,37184,72.0,72.0
37185,37185,80.0,62.0
37186,37186,54.0,60.0
37187,37187,69.0,71.0
37188,37188,78.0,87.0
37189,37189,63.0,73.0
37190,37190,78.0,68.0
37191,37191,60.0,65.0
37192,37192,78.0,68.0
37193,37193,68.0,59.0
37194,37194,58.0,60.0
37195,37195,60.0,78.0
37196,37196,69.0,49.0
37197,37197,62.0,74.0
37198,37198,68.0,51.0
37199,37199,53.0,68.0
37200,37200,62.0,60.0
37201,37201,79.0,85.0
37202,37202,60.0,49.0
37203,37203,69.0,69.0
37204,37204,51.0,56.0
37205,37205,65.0,57.0
37206,37206,54.0,62.0
37207,37207,73.0,70.0
37208,37208,63.0,65.0
37209,37209,54.0,52.0
37210,37210,62.0,64.0
37211,37211,75.0,77.0
37212,37212,58.0,65.0
37213,37213,55.0,58.0
37214,37214,52.0,54.0
37215,37215,74.0,78.0
37216,37216,60.0,55.0
37217,37217,78.0,58.0
37218,37218,81.0,78.0
37219,37219,55.0,50.0
37220,37220,77.0,57.0
37221,37221,85.0,88.0
37222,37222,55.0,71.0
37223,37223,80.0,59.0
37224,37224,72.0,74.0
37225,37225,82.0,83.0
