,mid,gold_radiant,gold_dire
35983,35983,107761,110314
35984,35984,94068,102187
35985,35985,123319,99108
35986,35986,90215,112969
35987,35987,96479,111113
35988,35988,108865,89442
35989,35989,104209,122208
35990,35990,100773,100500
35991,35991,116161,109327
35992,35992,110210,106001
35993,35993,110642,99000
35994,35994,99927,80558
35995,35995,97442,105362
35996,35996,109773,129444
35997,35997,105039,117794
35998,35998,97851,100648
35999,35999,120777,98024
36000,36000,96915,88593
36001,36001,111411,96538
36002,36002,109254,99356
36003,36003,102032,104981
36004,36004,120779,95598
36005,36005,90161,100457
36006,36006,107158,89915
36007,36007,112117,100480
36008,36008,89780,90741
36009,36009,103625,113852
36010,36010,91120,111149
36011,36011,102438,108670
36012,36012,97173,98013
36013,36013,107394,101720
36014,36014,84793,79113
36015,36015,107315,102270
36016,36016,102346,112548
36017,36017,103981,113191
36018,36018,98386,108831
36019,36019,128981,100033
36020,36020,86955,98849
36021,36021,118121,91913
36022,36022,93963,91649
36023,36023,96808,100935
36024,36024,88286,98713
36025,36025,121838,121402
36026,36026,122796,98802
36027,36027,87067,124687
36028,36028,117608,100092
36029,36029,106133,124374
36030,36030,115247,94316
36031,36031,110105,104345
36032,36032,85267,122438
36033,36033,113475,106572
36034,36034,97293,108924
36035,36035,135791,76555
36036,36036,105959,109002
36037,36037,109519,99649
36038,36038,98207,113693
36039,36039,92142,81260
36040,36040,99865,109467
36041,36041,120235,93898
36042,36042,119047,100204
36043,36043,84387,101056
36044,36044,119346,101126
36045,36045,99013,96366
36046,36046,85048,95296
36047,36047,106138,107635
36048,36048,120675,107328
36049,36049,91308,100338
36050,36050,121413,92605
36051,36051,105387,102064
36052,36052,114762,112686
36053,36053,94011,125294
36054,36054,98880,116007
36055,36055,116873,104324
36056,36056,110715,111706
36057,36057,97176,114912
36058,36058,104194,92696
36059,36059,86360,119804
36060,36060,95721,119352
36061,36061,89483,118695
36062,36062,118528,115351
36063,36063,119517,97263
36064,36064,108173,105676
36065,36065,110974,97786
36066,36066,110026,109064
36067,36067,104205,93112
36068,36068,112959,102867
36069,36069,135463,105151
36070,36070,106698,137561
36071,36071,105455,117664
36072,36072,106854,92466
36073,36073,93814,127493
36074,36074,106995,116152
36075,36075,98872,109209
36076,36076,91907,107857
36077,36077,115876,119163
36078,36078,100940,119625
36079,36079,102867,121879
36080,36080,104626,104061
36081,36081,109769,103821
36082,36082,95282,93606
36083,36083,118840,106045
36084,36084,110830,109777
36085,36085,102201,99138
36086,36086,118799,90084
36087,36087,100809,84614
36088,36088,113410,98958
36089,36089,93776,101227
36090,36090,110430,126272
36091,36091,124323,99238
36092,36092,115679,103047
36093,36093,101350,115540
36094,36094,95632,104382
36095,36095,111540,101865
36096,36096,89824,94239
36097,36097,105855,105463
36098,36098,107373,121761
36099,36099,102161,91786
36100,36100,86114,122135
36101,36101,106277,118363
36102,36102,113053,115817
36103,36103,102304,83700
36104,36104,87279,68428
36105,36105,110343,101546
36106,36106,131595,100227
36107,36107,87394,97044
36108,36108,90869,113823
36109,36109,121782,105748
36110,36110,103766,89680
36111,36111,112995,90504
36112,36112,115185,113157
36113,36113,78434,115837
36114,36114,137623,111675
36115,36115,91607,114703
36116,36116,101554,103613
36117,36117,103547,103861
36118,36118,90768,114681
36119,36119,99129,96912
36120,36120,103915,107826
36121,36121,102686,130116
36122,36122,108107,106145
36123,36123,99810,96678
36124,36124,109256,126571
36125,36125,107412,87732
36126,36126,87329,120706
36127,36127,94573,91409
36128,36128,127741,132754
36129,36129,113036,105371
36130,36130,97380,103272
36131,36131,95936,114110
36132,36132,117088,99980
36133,36133,106559,113932
36134,36134,116421,107570
36135,36135,100800,119656
36136,36136,125953,105610
36137,36137,112761,114967
36138,36138,105978,116105
36139,36139,94622,105865
36140,36140,90831,133298
36141,36141,91474,103313
36142,36142,93290,136050
36143,36143,93768,85209
36144,36144,99974,119296
36145,36145,125219,108640
36146,36146,117076,100703
36147,36147,125553,98689
36148,36148,99231,92098
36149,36149,101650,89395
36150,36150,89673,98291
36151,36151,121856,92046
36152,36152,110246,113318
36153,36153,103739,116599
36154,36154,100921,91766
36155,36155,125074,89938
36156,36156,135002,114799
36157,36157,101566,110902
36158,36158,93779,107242
36159,36159,148161,123104
36160,36160,111178,110946
36161,36161,109791,82175
36162,36162,132047,116883
36163,36163,111957,114230
36164,36164,107685,100534
36165,36165,114509,85670
36166,36166,98402,126718
36167,36167,95390,103227
36168,36168,134052,94623
36169,36169,81431,128072
36170,36170,89134,89292
36171,36171,104204,92085
36172,36172,113101,106236
36173,36173,104940,116057
36174,36174,114508,105510
36175,36175,107370,115570
36176,36176,107272,101226
36177,36177,108318,110440
36178,36178,107700,100569
36179,36179,106215,117599
36180,36180,105950,87553
36181,36181,88157,125135
36182,36182,126662,104538
36183,36183,101614,108479
36184,36184,87577,92813
36185,36185,103218,93702
36186,36186,120223,111213
36187,36187,104076,84850
36188,36188,106783,97670
36189,36189,114409,102687
36190,36190,128042,121954
36191,36191,112847,93989
36192,36192,115513,105723
36193,36193,105891,112077
36194,36194,108727,96632
36195,36195,127701,100416
36196,36196,108071,82695
36197,36197,131339,96877
36198,36198,109471,115519
36199,36199,105834,113129
36200,36200,81940,107629
36201,36201,107793,82851
36202,36202,99497,106331
36203,36203,113944,115887
36204,36204,116740,86003
36205,36205,103396,105534
36206,36206,122497,120723
36207,36207,113576,110784
36208,36208,122793,101221
36209,36209,116044,100664
36210,36210,88133,114277
36211,36211,106975,105922
36212,36212,115810,105250
36213,36213,118475,82838
36214,36214,107282,123410
36215,36215,93153,102133
36216,36216,102382,103533
36217,36217,102940,105548
36218,36218,96978,101644
36219,36219,100632,99089
36220,36220,108659,100105
36221,36221,117891,113026
36222,36222,104814,92958
36223,36223,108941,107343
36224,36224,117975,101469
36225,36225,91751,102873
36226,36226,108531,110466
36227,36227,98650,110434
36228,36228,123683,86898
36229,36229,98787,88990
36230,36230,110863,85510
36231,36231,83829,106821
36232,36232,91961,118977
36233,36233,101908,104785
36234,36234,116019,108317
36235,36235,81210,94220
36236,36236,103553,95564
36237,36237,97844,103170
36238,36238,119658,108913
36239,36239,154057,104897
36240,36240,90992,118946
36241,36241,101863,102978
36242,36242,113322,86810
36243,36243,108083,108777
36244,36244,95143,106981
36245,36245,97705,115189
36246,36246,112318,103873
36247,36247,98052,110889
36248,36248,96860,122242
36249,36249,112724,106412
36250,36250,107510,102503
36251,36251,103293,99240
36252,36252,100423,108151
36253,36253,113456,114876
36254,36254,87648,107964
36255,36255,88684,111708
36256,36256,91244,95762
36257,36257,98272,110157
36258,36258,89106,109840
36259,36259,89902,116871
36260,36260,126424,120413
36261,36261,129333,83681
36262,36262,93106,120733
36263,36263,125125,106650
36264,36264,110342,114338
36265,36265,120339,104658
36266,36266,88788,90662
36267,36267,98074,105424
36268,36268,92306,122490
36269,36269,122494,104987
36270,36270,105729,98507
36271,36271,120940,109396
36272,36272,110041,102232
36273,36273,105766,95595
36274,36274,94737,110629
36275,36275,118828,95131
36276,36276,96193,109389
36277,36277,127700,85686
36278,36278,97777,92598
36279,36279,90228,106230
36280,36280,98827,123403
36281,36281,117397,106557
36282,36282,107528,91959
36283,36283,105127,94283
36284,36284,114577,107770
36285,36285,117547,104975
36286,36286,170866,106282
36287,36287,108200,95039
36288,36288,113722,82157
36289,36289,124907,93020
36290,36290,108120,134736
36291,36291,105631,120321
36292,36292,97360,141875
36293,36293,96957,102685
36294,36294,108830,92500
36295,36295,102018,105794
36296,36296,117342,102513
36297,36297,104119,95419
36298,36298,124085,87044
36299,36299,107870,109783
36300,36300,98848,114618
36301,36301,109722,127593
36302,36302,113123,78015
36303,36303,111939,104263
36304,36304,104080,90563
36305,36305,111148,104777
36306,36306,118615,107345
36307,36307,119828,102845
36308,36308,98334,94530
36309,36309,113918,96908
36310,36310,94071,109761
36311,36311,102014,95763
36312,36312,101686,132108
36313,36313,107166,114592
36314,36314,111067,96957
36315,36315,106239,109723
36316,36316,89248,126003
36317,36317,115915,99988
36318,36318,101367,98737
36319,36319,107764,107082
36320,36320,102886,114896
36321,36321,92521,93976
36322,36322,90938,121327
36323,36323,115922,121077
36324,36324,104260,100993
36325,36325,93790,106122
36326,36326,99690,99386
36327,36327,114926,96656
36328,36328,123959,77202
36329,36329,95012,98800
36330,36330,97624,89291
36331,36331,107586,115434
36332,36332,91448,123586
36333,36333,101639,119219
36334,36334,104862,103511
36335,36335,104247,108195
36336,36336,99531,128275
36337,36337,109366,85269
36338,36338,99781,90463
36339,36339,108436,102398
36340,36340,127278,115109
36341,36341,103967,110660
36342,36342,122258,105718
36343,36343,108398,124391
36344,36344,99945,96001
36345,36345,94216,89506
36346,36346,115486,92434
36347,36347,111387,101934
36348,36348,117152,103520
36349,36349,120231,110042
36350,36350,107067,117269
36351,36351,104628,100120
36352,36352,101265,127642
36353,36353,101557,115896
36354,36354,101617,107806
36355,36355,94736,107752
36356,36356,109951,103571
36357,36357,123100,87629
36358,36358,111185,165468
36359,36359,111505,93085
36360,36360,99902,95139
36361,36361,119228,126871
36362,36362,87800,107201
36363,36363,123244,94133
36364,36364,98226,96886
36365,36365,97897,97370
36366,36366,110575,117346
36367,36367,123768,108659
36368,36368,122516,134370
36369,36369,91691,122835
36370,36370,118453,102318
36371,36371,105834,99713
36372,36372,101589,93317
36373,36373,118407,99394
36374,36374,94257,105013
36375,36375,113958,112544
36376,36376,119684,119189
36377,36377,86811,103394
36378,36378,107833,103801
36379,36379,100169,91532
36380,36380,110571,96967
36381,36381,110269,97044
36382,36382,98662,113610
36383,36383,109984,109397
36384,36384,114509,90819
36385,36385,99045,103567
36386,36386,110018,105298
36387,36387,93193,98273
36388,36388,102056,109413
36389,36389,118815,94652
36390,36390,122769,92374
36391,36391,108785,113329
36392,36392,99720,99558
36393,36393,116914,126539
36394,36394,97330,121267
36395,36395,89803,118776
36396,36396,116819,101734
36397,36397,108650,115439
36398,36398,104725,120832
36399,36399,106497,96439
36400,36400,96502,117632
36401,36401,100290,96378
36402,36402,101473,89588
36403,36403,115471,100676
36404,36404,121425,96164
36405,36405,114367,133888
36406,36406,94760,113895
36407,36407,132259,95401
36408,36408,107487,87048
36409,36409,137625,95157
36410,36410,113239,95634
36411,36411,122048,92483
36412,36412,86711,114158
36413,36413,91514,98695
36414,36414,112244,119957
36415,36415,119002,100453
36416,36416,106055,94984
36417,36417,130245,118789
36418,36418,98560,90701
36419,36419,111470,115464
36420,36420,101512,109938
36421,36421,111239,92158
36422,36422,102291,105924
36423,36423,139401,86155
36424,36424,111669,109355
36425,36425,89142,85533
36426,36426,91816,103034
36427,36427,106316,85323
36428,36428,94407,115598
36429,36429,112270,100490
36430,36430,112508,106627
36431,36431,103936,106162
36432,36432,114382,75362
36433,36433,104703,113843
36434,36434,106490,106216
36435,36435,110916,96281
36436,36436,105479,84403
36437,36437,73378,97218
36438,36438,82839,120074
36439,36439,115503,93696
36440,36440,116920,98689
36441,36441,112254,95940
36442,36442,95771,90269
36443,36443,141865,106487
36444,36444,122857,95323
36445,36445,104838,102505
36446,36446,100314,108584
36447,36447,104760,117455
36448,36448,95375,88548
36449,36449,103757,104814
36450,36450,90171,111187
36451,36451,110407,111547
36452,36452,120685,88313
36453,36453,116602,93527
36454,36454,108745,116211
36455,36455,102892,80131
36456,36456,103170,101870
36457,36457,101608,92562
36458,36458,96098,106042
36459,36459,94751,94055
36460,36460,125356,107452
36461,36461,109513,94501
36462,36462,129583,112648
36463,36463,112844,107841
36464,36464,91957,108765
36465,36465,84428,104027
36466,36466,108090,108233
36467,36467,103500,124354
36468,36468,108622,128937
36469,36469,106873,127448
36470,36470,85629,121322
36471,36471,104167,113169
36472,36472,119090,97382
36473,36473,113120,96183
36474,36474,108363,109693
36475,36475,100896,95859
36476,36476,92933,108913
36477,36477,117565,102519
36478,36478,90469,124891
36479,36479,119065,125091
36480,36480,102559,128702
36481,36481,97946,87213
36482,36482,104782,103811
36483,36483,114524,95268
36484,36484,96154,96413
36485,36485,123475,107922
36486,36486,106499,106631
36487,36487,101140,111534
36488,36488,96106,91880
36489,36489,114349,102724
36490,36490,100647,98611
36491,36491,97217,101663
36492,36492,94195,96618
36493,36493,94602,100029
36494,36494,105182,107893
36495,36495,98756,110211
36496,36496,94091,98875
36497,36497,115775,105133
36498,36498,101745,100361
36499,36499,90677,106899
36500,36500,116634,91026
36501,36501,111879,107104
36502,36502,91570,90385
36503,36503,111446,95931
36504,36504,90305,122785
36505,36505,105148,109291
36506,36506,91173,106480
36507,36507,124013,140199
36508,36508,102927,110632
36509,36509,114281,104470
36510,36510,115791,96106
36511,36511,109950,99413
36512,36512,96285,105678
36513,36513,102989,118091
36514,36514,94006,137896
36515,36515,119266,101900
36516,36516,139138,117863
36517,36517,106477,127976
36518,36518,91986,102059
36519,36519,98116,96918
36520,36520,114147,101134
36521,36521,114748,105218
36522,36522,119479,119814
36523,36523,117374,94024
36524,36524,111528,103759
36525,36525,95390,119856
36526,36526,105025,120936
36527,36527,113168,114024
36528,36528,89947,119296
36529,36529,93792,107476
36530,36530,88789,116047
36531,36531,98470,112904
36532,36532,129834,97523
36533,36533,92344,96619
36534,36534,105986,89754
36535,36535,103463,98259
36536,36536,94634,119485
36537,36537,118795,102507
36538,36538,104961,102932
36539,36539,129051,104823
36540,36540,106238,93021
36541,36541,119556,101371
36542,36542,125416,112097
36543,36543,104491,106607
36544,36544,113933,117468
36545,36545,97187,108659
36546,36546,121808,109766
36547,36547,94501,96119
36548,36548,99037,91477
36549,36549,124851,103214
36550,36550,103480,84529
36551,36551,125085,111552
36552,36552,111160,100200
36553,36553,106022,91427
36554,36554,103660,128323
36555,36555,107133,91651
36556,36556,110212,96757
36557,36557,126362,106046
36558,36558,116391,118762
36559,36559,101467,99099
36560,36560,90908,110112
36561,36561,91153,121751
36562,36562,130856,100082
36563,36563,114324,110800
36564,36564,100298,128232
36565,36565,102641,109334
36566,36566,99949,110353
36567,36567,100204,110945
36568,36568,94408,117413
36569,36569,119728,124529
36570,36570,103660,100369
36571,36571,111700,115100
36572,36572,87117,97897
36573,36573,95116,99140
36574,36574,86261,120753
36575,36575,113569,107841
36576,36576,101097,125797
36577,36577,115668,93952
36578,36578,119995,106395
36579,36579,92181,103458
36580,36580,94872,93055
36581,36581,98144,124651
36582,36582,103945,97104
36583,36583,82767,139146
36584,36584,95141,129964
36585,36585,143793,94655
36586,36586,131285,85402
36587,36587,121744,112446
36588,36588,105411,100547
36589,36589,121697,108460
36590,36590,94013,87316
36591,36591,96932,122283
36592,36592,100378,88281
36593,36593,108915,101499
36594,36594,106187,118349
36595,36595,80978,97957
36596,36596,112296,95400
36597,36597,93991,113661
36598,36598,105410,114170
36599,36599,118979,91987
36600,36600,118582,108221
36601,36601,99532,110862
36602,36602,115171,100543
36603,36603,87733,114252
36604,36604,97178,104504
36605,36605,115793,97695
36606,36606,121043,110313
36607,36607,107879,114709
36608,36608,84154,102322
36609,36609,103811,109941
36610,36610,101691,99324
36611,36611,95856,99430
36612,36612,98997,93706
36613,36613,94727,96399
36614,36614,84752,155104
36615,36615,86499,115715
36616,36616,126113,99152
36617,36617,99588,103838
36618,36618,115534,119222
36619,36619,99829,96134
36620,36620,107071,90419
36621,36621,98889,102794
36622,36622,121426,103902
36623,36623,83875,100971
36624,36624,110495,99965
36625,36625,89159,112023
36626,36626,84396,95945
36627,36627,125871,96808
36628,36628,97002,96695
36629,36629,93393,93971
36630,36630,100526,125855
36631,36631,98358,98378
36632,36632,96704,102824
36633,36633,86517,117646
36634,36634,138291,115032
36635,36635,91319,94952
36636,36636,111874,119644
36637,36637,86168,70271
36638,36638,113891,99248
36639,36639,101274,90285
36640,36640,100403,124427
36641,36641,113204,125734
36642,36642,111999,99397
36643,36643,108413,99667
36644,36644,100814,110907
36645,36645,87503,88771
36646,36646,118055,99994
36647,36647,112079,116049
36648,36648,112665,117762
36649,36649,100492,115685
36650,36650,92946,99222
36651,36651,100031,120518
36652,36652,116146,116055
36653,36653,97157,107332
36654,36654,104831,103060
36655,36655,85617,119251
36656,36656,111982,105436
36657,36657,100934,126991
36658,36658,120145,110806
36659,36659,114606,89532
36660,36660,97459,96137
36661,36661,113161,109340
36662,36662,114402,125854
36663,36663,117577,101381
36664,36664,111458,94001
36665,36665,115133,122360
36666,36666,101134,102378
36667,36667,114414,116964
36668,36668,106127,135755
36669,36669,101068,127116
36670,36670,105644,112951
36671,36671,107606,114471
36672,36672,79703,112860
36673,36673,102070,109358
36674,36674,107912,111353
36675,36675,95696,113153
36676,36676,114633,117473
36677,36677,87774,107325
36678,36678,99523,120075
36679,36679,105228,93190
36680,36680,92691,108066
36681,36681,109494,95624
36682,36682,84181,96404
36683,36683,112332,96992
36684,36684,104061,101318
36685,36685,93066,110411
36686,36686,100931,126469
36687,36687,119683,109833
36688,36688,115103,84741
36689,36689,99824,108806
36690,36690,116919,105524
36691,36691,118835,120569
36692,36692,101058,117967
36693,36693,112084,81051
36694,36694,108233,112031
36695,36695,78482,115429
36696,36696,101913,81794
36697,36697,122789,116816
36698,36698,109004,106919
36699,36699,107455,110973
36700,36700,87798,92479
36701,36701,109671,128621
36702,36702,102410,126264
36703,36703,108855,112341
36704,36704,123256,107455
36705,36705,110445,86623
36706,36706,134462,83280
36707,36707,87249,88141
36708,36708,103661,88169
36709,36709,109363,107566
36710,36710,113620,89552
36711,36711,103561,89291
36712,36712,117566,130759
36713,36713,88480,103569
36714,36714,102423,107019
36715,36715,135594,105145
36716,36716,117212,113702
36717,36717,101670,111987
36718,36718,92235,96985
36719,36719,100112,106791
36720,36720,113936,102123
36721,36721,104767,112662
36722,36722,104788,99208
36723,36723,118431,95101
36724,36724,100245,86811
36725,36725,86927,94295
36726,36726,91416,114876
36727,36727,91777,103359
36728,36728,115937,115119
36729,36729,114321,87340
36730,36730,108290,92596
36731,36731,105079,136101
36732,36732,84052,128174
36733,36733,102614,108459
36734,36734,105212,108256
36735,36735,101808,105564
36736,36736,146316,108500
36737,36737,97585,100991
36738,36738,121769,111055
36739,36739,89460,123151
36740,36740,111824,109348
36741,36741,97937,110728
36742,36742,99731,126118
36743,36743,105441,119106
36744,36744,117932,116153
36745,36745,139401,93997
36746,36746,90137,119238
36747,36747,90576,92332
36748,36748,136545,113113
36749,36749,98066,112692
36750,36750,111711,125745
36751,36751,95444,117907
36752,36752,115174,111823
36753,36753,100988,113019
36754,36754,104595,118666
36755,36755,100128,85428
36756,36756,101536,101352
36757,36757,124527,108419
36758,36758,116183,107529
36759,36759,100922,125087
36760,36760,121528,114664
36761,36761,105538,105243
36762,36762,91301,116971
36763,36763,92741,94413
36764,36764,93277,103101
36765,36765,102570,107920
36766,36766,111573,102646
36767,36767,92735,144359
36768,36768,91935,104253
36769,36769,96141,99277
36770,36770,100597,106002
36771,36771,125581,96525
36772,36772,106880,114619
36773,36773,93475,95577
36774,36774,77263,103357
36775,36775,154959,129623
36776,36776,98571,100509
36777,36777,129833,104760
36778,36778,97371,107533
36779,36779,93724,106951
36780,36780,113071,103498
36781,36781,103737,103673
36782,36782,150880,104470
36783,36783,103858,123115
36784,36784,86243,97670
36785,36785,106423,103153
36786,36786,159484,93674
36787,36787,110347,90186
36788,36788,103913,114050
36789,36789,89281,107214
36790,36790,104169,131770
36791,36791,112223,98449
36792,36792,98851,112528
36793,36793,108404,92915
36794,36794,120740,100696
36795,36795,112861,103309
36796,36796,124378,112332
36797,36797,98493,97699
36798,36798,120298,106449
36799,36799,99507,93002
36800,36800,99737,136941
36801,36801,95082,102219
36802,36802,96334,141214
36803,36803,106808,101834
36804,36804,107131,114682
36805,36805,101235,104334
36806,36806,89540,89013
36807,36807,68652,108594
36808,36808,117620,92350
36809,36809,94308,109893
36810,36810,113157,114247
36811,36811,102435,91797
36812,36812,98271,113317
36813,36813,98735,120399
36814,36814,102950,100390
36815,36815,100316,111497
36816,36816,106743,113189
36817,36817,126783,117236
36818,36818,97785,107323
36819,36819,104271,122243
36820,36820,98597,106294
36821,36821,112324,122793
36822,36822,104218,110193
36823,36823,123316,116923
36824,36824,96407,102444
36825,36825,80976,109874
36826,36826,112082,97909
36827,36827,117677,96352
36828,36828,109177,102970
36829,36829,119658,121211
36830,36830,100957,99434
36831,36831,97453,108856
36832,36832,88053,107187
36833,36833,88795,90911
36834,36834,110671,114120
36835,36835,93563,103949
36836,36836,77151,121699
36837,36837,102114,112682
36838,36838,81057,85518
36839,36839,88384,100863
36840,36840,116875,95649
36841,36841,147290,101139
36842,36842,94112,100214
36843,36843,89104,97377
36844,36844,106855,105794
36845,36845,115356,100404
36846,36846,92709,107036
36847,36847,100640,90160
36848,36848,88532,116240
36849,36849,107843,101965
36850,36850,116643,86816
36851,36851,95389,89362
36852,36852,126135,104616
36853,36853,119780,109191
36854,36854,128954,100454
36855,36855,101544,113292
36856,36856,103279,106288
36857,36857,88515,117634
36858,36858,93348,95650
36859,36859,96439,105649
36860,36860,112955,106436
36861,36861,81358,100700
36862,36862,108546,82346
36863,36863,90965,101037
36864,36864,95215,100014
36865,36865,111739,112909
36866,36866,114798,111082
36867,36867,125293,110050
36868,36868,150347,95665
36869,36869,101785,116398
36870,36870,115954,115476
36871,36871,109908,94729
36872,36872,105150,170934
36873,36873,112885,107392
36874,36874,95380,98861
36875,36875,142149,111364
36876,36876,93396,113317
36877,36877,108721,106481
36878,36878,108186,94480
36879,36879,97620,114741
36880,36880,88702,92422
36881,36881,102433,94120
36882,36882,111845,101984
36883,36883,111835,105623
36884,36884,125445,117564
36885,36885,104915,112638
36886,36886,102578,107317
36887,36887,93578,104715
36888,36888,90879,90562
36889,36889,101808,99631
36890,36890,91870,110688
36891,36891,99384,120041
36892,36892,87807,121848
36893,36893,132518,103958
36894,36894,106606,120648
36895,36895,91286,99465
36896,36896,103025,95279
36897,36897,93699,112058
36898,36898,110336,98240
36899,36899,104715,82217
36900,36900,108673,90754
36901,36901,112692,116540
36902,36902,119491,107028
36903,36903,115479,88759
36904,36904,89962,102345
36905,36905,123106,92463
36906,36906,112976,121909
36907,36907,113280,97738
36908,36908,99560,97882
36909,36909,92952,77632
36910,36910,94334,110172
36911,36911,97804,136410
36912,36912,97856,115784
36913,36913,100389,104819
36914,36914,115346,113431
36915,36915,95343,104923
36916,36916,96879,106898
36917,36917,120571,116405
36918,36918,115769,100544
36919,36919,117505,93600
36920,36920,101810,92801
36921,36921,105873,117953
36922,36922,126559,104098
36923,36923,111537,88300
36924,36924,90146,126042
36925,36925,97513,109008
36926,36926,87914,101157
36927,36927,107896,110860
36928,36928,93622,111433
36929,36929,98680,105978
36930,36930,110544,117759
36931,36931,97807,115380
36932,36932,106576,98987
36933,36933,108352,113068
36934,36934,97104,104867
36935,36935,108382,92196
36936,36936,98656,97527
36937,36937,98550,96518
36938,36938,110090,108718
36939,36939,95519,109730
36940,36940,106068,99916
36941,36941,114881,115533
36942,36942,88416,99579
36943,36943,98842,105939
36944,36944,85380,96306
36945,36945,121304,112842
36946,36946,96728,108085
36947,36947,91741,123581
36948,36948,84102,108100
36949,36949,106326,98763
36950,36950,83333,113323
36951,36951,94815,81534
36952,36952,131775,92181
36953,36953,86235,111315
36954,36954,97755,91166
36955,36955,99463,101296
36956,36956,108342,110643
36957,36957,110105,122825
36958,36958,104008,96747
36959,36959,130774,80751
36960,36960,109561,90524
36961,36961,104976,110951
36962,36962,102788,114507
36963,36963,112111,117400
36964,36964,106894,134204
36965,36965,95765,101960
36966,36966,117307,88583
36967,36967,105782,107767
36968,36968,101760,91045
36969,36969,104222,91486
36970,36970,107044,93303
36971,36971,107869,96254
36972,36972,117977,134884
36973,36973,103138,100263
36974,36974,129373,87193
36975,36975,114084,107560
36976,36976,95623,95123
36977,36977,111326,81629
36978,36978,108592,107916
36979,36979,94919,106019
36980,36980,96140,106247
36981,36981,89076,96089
36982,36982,82722,99090
36983,36983,103753,111218
36984,36984,100753,101983
36985,36985,122455,86885
36986,36986,94125,105867
36987,36987,68624,113315
36988,36988,121157,109004
36989,36989,105931,97377
36990,36990,116872,101646
36991,36991,119770,92458
36992,36992,110211,108467
36993,36993,88895,98873
36994,36994,103581,97278
36995,36995,126458,93009
36996,36996,104090,138425
36997,36997,118677,89354
36998,36998,103298,127855
36999,36999,113669,103528
37000,37000,121189,114824
37001,37001,116147,98833
37002,37002,123721,131963
37003,37003,99147,94301
37004,37004,105484,99488
37005,37005,108427,107832
37006,37006,122929,99782
37007,37007,91846,112011
37008,37008,94588,100815
37009,37009,104160,107076
37010,37010,133427,110430
37011,37011,127309,103512
37012,37012,109901,103205
37013,37013,87410,102357
37014,37014,91690,119511
37015,37015,109752,133426
37016,37016,108335,110476
37017,37017,105780,110618
37018,37018,113036,123012
37019,37019,91822,115245
37020,37020,102081,127151
37021,37021,138811,103257
37022,37022,121353,113664
37023,37023,109993,99571
37024,37024,105551,99962
37025,37025,100164,126453
37026,37026,107773,104834
37027,37027,111409,126204
37028,37028,106935,103717
37029,37029,93719,90048
37030,37030,88095,119706
37031,37031,94674,123903
37032,37032,94269,110359
37033,37033,78642,117173
37034,37034,107252,82371
37035,37035,109777,112118
37036,37036,121258,125095
37037,37037,101671,100532
37038,37038,105543,98646
37039,37039,93893,90308
37040,37040,113294,99580
37041,37041,116378,164392
37042,37042,96139,97315
37043,37043,114532,92418
37044,37044,88304,92109
37045,37045,77687,113271
37046,37046,79113,100127
37047,37047,102735,85121
37048,37048,116234,97136
37049,37049,101415,116644
37050,37050,97672,112168
37051,37051,98248,107700
37052,37052,92275,93151
37053,37053,101293,104232
37054,37054,93801,85557
37055,37055,98321,106408
37056,37056,97023,95111
37057,37057,105519,110715
37058,37058,112859,101708
37059,37059,100695,105408
37060,37060,114159,109222
37061,37061,107345,88833
37062,37062,109749,113535
37063,37063,112481,102703
37064,37064,107920,99652
37065,37065,119709,114485
37066,37066,112031,112601
37067,37067,115781,102642
37068,37068,99019,107739
37069,37069,100383,93432
37070,37070,101994,129310
37071,37071,98085,106247
37072,37072,121469,122362
37073,37073,90058,121284
37074,37074,117306,109940
37075,37075,116143,125391
37076,37076,104456,90946
37077,37077,106346,99695
37078,37078,102275,110332
37079,37079,104490,91041
37080,37080,101914,99293
37081,37081,99549,100774
37082,37082,76244,102465
37083,37083,87941,91165
37084,37084,110394,109439
37085,37085,104763,106833
37086,37086,96908,89390
37087,37087,129019,101122
37088,37088,91419,107373
37089,37089,122801,100658
37090,37090,128408,100756
37091,37091,107408,102462
37092,37092,113663,93677
37093,37093,96047,87796
37094,37094,116016,106892
37095,37095,124194,102240
37096,37096,91194,132188
37097,37097,115303,111646
37098,37098,102502,124609
37099,37099,106108,107760
37100,37100,112770,119174
37101,37101,104764,99563
37102,37102,112689,101979
37103,37103,94285,76206
37104,37104,108373,123200
37105,37105,104647,105795
37106,37106,93827,104189
37107,37107,89551,90883
37108,37108,86854,95038
37109,37109,113983,103622
37110,37110,116952,106777
37111,37111,101762,105890
37112,37112,97399,102359
37113,37113,112468,108121
37114,37114,128079,113075
37115,37115,114977,86954
37116,37116,100794,96721
37117,37117,97015,120138
37118,37118,105360,86114
37119,37119,116634,99760
37120,37120,96921,77244
37121,37121,120043,104905
37122,37122,129994,127308
37123,37123,91666,119382
37124,37124,89402,106153
37125,37125,105024,119095
37126,37126,112498,94799
37127,37127,99894,94214
37128,37128,100597,122431
37129,37129,96718,99540
37130,37130,89421,109692
37131,37131,140085,93263
37132,37132,107264,116795
37133,37133,111420,79632
37134,37134,117212,80291
37135,37135,114182,104273
37136,37136,123974,108616
37137,37137,98984,99661
37138,37138,108442,104944
37139,37139,107843,118948
37140,37140,123960,100656
37141,37141,91134,106804
37142,37142,99920,87830
37143,37143,91519,133010
37144,37144,126619,124133
37145,37145,91273,110452
37146,37146,94038,103935
37147,37147,99377,107944
