,mid,xp_radiant,xp_dire
39998,39998,74021,73408
39999,39999,75784,80203
40000,40000,80371,65019
40001,40001,86689,81281
40002,40002,84466,93866
40003,40003,73515,77319
40004,40004,81139,83178
40005,40005,75463,82590
40006,40006,80087,77958
40007,40007,80597,74550
40008,40008,77918,94622
40009,40009,74463,82378
40010,40010,77745,70303
40011,40011,70768,71562
40012,40012,74119,74436
40013,40013,79003,88269
40014,40014,80255,65093
40015,40015,86033,82723
40016,40016,79137,91588
40017,40017,68105,77900
40018,40018,81398,65072
40019,40019,67653,78571
40020,40020,79407,78404
40021,40021,97048,92674
40022,40022,68207,69199
40023,40023,81389,80555
40024,40024,77956,72671
40025,40025,73399,69169
40026,40026,67032,77713
40027,40027,69908,92269
40028,40028,76632,76010
40029,40029,75400,73506
40030,40030,76936,87064
40031,40031,83962,73706
40032,40032,73173,80345
40033,40033,89146,68969
40034,40034,62864,83897
40035,40035,89945,92098
40036,40036,66485,71791
40037,40037,77294,76935
40038,40038,78918,83451
40039,40039,77945,71359
40040,40040,87157,72221
40041,40041,69019,76257
40042,40042,81549,73778
40043,40043,78030,86391
40044,40044,63362,77637
40045,40045,77903,72686
40046,40046,74473,65801
40047,40047,82426,86604
40048,40048,68981,70581
40049,40049,67599,81969
40050,40050,76392,71462
40051,40051,77812,78941
40052,40052,82724,85186
40053,40053,67356,76977
40054,40054,69248,63665
40055,40055,85109,68209
40056,40056,68397,78681
40057,40057,87296,79124
40058,40058,76662,76145
40059,40059,87441,72239
40060,40060,79530,81027
40061,40061,74920,74802
40062,40062,80573,107900
40063,40063,73666,72954
40064,40064,88323,77266
40065,40065,91153,67324
40066,40066,91243,70221
40067,40067,86809,76783
40068,40068,78442,70845
40069,40069,82184,78554
40070,40070,81225,64384
40071,40071,73455,83727
40072,40072,78294,78243
40073,40073,77783,65377
40074,40074,80438,77968
40075,40075,84194,92982
40076,40076,79559,94516
40077,40077,78979,81665
40078,40078,84225,81350
40079,40079,78355,70600
40080,40080,86254,76431
40081,40081,83479,81431
40082,40082,69614,67788
40083,40083,79769,76806
40084,40084,68353,73378
40085,40085,87938,85199
40086,40086,59111,82598
40087,40087,86091,69202
40088,40088,77949,71378
40089,40089,80480,80127
40090,40090,78887,74513
40091,40091,91289,75669
40092,40092,80470,77166
40093,40093,78116,81617
40094,40094,86341,85785
40095,40095,80771,71942
40096,40096,75284,76363
40097,40097,82816,78768
40098,40098,81953,75538
40099,40099,77883,84263
40100,40100,69855,86300
40101,40101,75320,73875
40102,40102,92280,83393
40103,40103,73144,73934
40104,40104,89154,84687
40105,40105,83638,82664
40106,40106,79170,79475
40107,40107,87232,75312
40108,40108,75219,74638
40109,40109,80895,67460
40110,40110,83299,93763
40111,40111,76181,88149
40112,40112,81348,83672
40113,40113,84697,87940
40114,40114,79234,82892
40115,40115,72114,72818
40116,40116,95958,77512
40117,40117,86877,78400
40118,40118,73923,97677
40119,40119,77636,94156
40120,40120,72171,84686
40121,40121,81614,90103
40122,40122,80607,70456
40123,40123,89499,82824
40124,40124,84147,69037
40125,40125,60758,81772
40126,40126,65005,88607
40127,40127,84590,82782
40128,40128,65838,84937
40129,40129,65185,73944
40130,40130,71643,86374
40131,40131,76546,77489
40132,40132,81731,74496
40133,40133,82033,76349
40134,40134,91579,87953
40135,40135,79816,82639
40136,40136,81909,76938
40137,40137,77754,70300
40138,40138,78987,72659
40139,40139,65288,76375
40140,40140,67330,72568
40141,40141,66904,83300
40142,40142,84745,86339
40143,40143,75518,80983
40144,40144,80293,72321
40145,40145,76071,85323
40146,40146,70483,85970
40147,40147,73389,69330
40148,40148,67586,71905
40149,40149,85010,80791
40150,40150,66224,75081
40151,40151,78849,66953
40152,40152,83966,83105
40153,40153,79474,82651
40154,40154,85829,67325
40155,40155,69706,74101
40156,40156,75453,76571
40157,40157,84519,90219
40158,40158,76350,74405
40159,40159,73879,75203
40160,40160,67431,68881
40161,40161,74236,76361
40162,40162,75396,85081
40163,40163,77720,77724
40164,40164,69537,86328
40165,40165,60918,87135
40166,40166,69528,78559
40167,40167,81527,88622
40168,40168,84925,82299
40169,40169,75124,84477
40170,40170,69865,69136
40171,40171,81912,68563
40172,40172,71876,80530
40173,40173,79825,78318
40174,40174,72089,75809
40175,40175,76089,94635
40176,40176,76666,81086
40177,40177,77859,87254
40178,40178,65792,80596
40179,40179,77226,71394
40180,40180,78756,68345
40181,40181,81112,71463
40182,40182,73459,90955
40183,40183,82781,71316
40184,40184,73859,85772
40185,40185,92035,72700
40186,40186,73134,70486
40187,40187,89626,75276
40188,40188,67279,87714
40189,40189,76136,86571
40190,40190,82410,60629
40191,40191,68059,81802
40192,40192,74793,75221
40193,40193,84321,77514
40194,40194,77833,81250
40195,40195,70466,86040
40196,40196,75647,72190
40197,40197,70367,73797
40198,40198,65197,83455
40199,40199,78154,71915
40200,40200,76855,80867
40201,40201,69210,82885
40202,40202,66450,81519
40203,40203,70253,83538
40204,40204,83901,78869
40205,40205,68102,74567
40206,40206,83195,70713
40207,40207,75649,78517
40208,40208,80886,85396
40209,40209,80891,76029
40210,40210,81098,91240
40211,40211,76620,67801
40212,40212,74997,86863
40213,40213,104277,68715
40214,40214,88580,74967
40215,40215,75890,66751
40216,40216,77365,83296
40217,40217,68705,81507
40218,40218,73145,77343
40219,40219,76273,86311
40220,40220,83048,89285
40221,40221,67594,76049
40222,40222,77630,94976
40223,40223,79997,78822
40224,40224,62536,86782
40225,40225,86236,81255
40226,40226,91697,89485
40227,40227,69519,91691
40228,40228,73822,86077
40229,40229,75623,75488
40230,40230,81954,70501
40231,40231,81969,77454
40232,40232,80013,88253
40233,40233,90583,72925
40234,40234,78314,77577
40235,40235,84174,77831
40236,40236,83449,88663
40237,40237,76044,79104
40238,40238,79587,75901
40239,40239,88148,75139
40240,40240,79844,73879
40241,40241,84846,78051
40242,40242,71690,85377
40243,40243,83935,80206
40244,40244,80418,88502
40245,40245,84125,79069
40246,40246,92417,85145
40247,40247,74941,64079
40248,40248,77296,86511
40249,40249,78490,77087
40250,40250,69788,78893
40251,40251,82976,74187
40252,40252,79516,68491
40253,40253,75259,67205
40254,40254,67333,82707
40255,40255,77077,83490
40256,40256,86234,80271
40257,40257,84724,77147
40258,40258,84357,70582
40259,40259,91462,77653
40260,40260,80207,80540
40261,40261,70390,87148
40262,40262,80354,60860
40263,40263,75415,80499
40264,40264,74975,83562
40265,40265,75754,82777
40266,40266,76718,90983
40267,40267,80622,69925
40268,40268,77383,79161
40269,40269,82451,83486
40270,40270,78999,78129
40271,40271,70042,83389
40272,40272,75916,62676
40273,40273,88066,78770
40274,40274,79325,69836
40275,40275,80269,87670
40276,40276,80171,76019
40277,40277,73100,84676
40278,40278,83714,77515
40279,40279,75611,79854
40280,40280,80375,77301
40281,40281,80683,71283
40282,40282,87863,86253
40283,40283,69401,81782
40284,40284,83628,90245
40285,40285,67625,75602
40286,40286,66220,82735
40287,40287,82359,67921
40288,40288,82567,78282
40289,40289,70660,71462
40290,40290,74807,77441
40291,40291,74816,87345
40292,40292,69077,80662
40293,40293,100530,80308
40294,40294,86649,81185
40295,40295,90523,75262
40296,40296,95177,77116
40297,40297,81935,75787
40298,40298,74170,84365
40299,40299,80906,75491
40300,40300,69565,73696
40301,40301,79487,70237
40302,40302,84112,75568
40303,40303,80213,66021
40304,40304,80458,82105
40305,40305,86674,82462
40306,40306,58703,94023
40307,40307,81532,81069
40308,40308,71512,84977
40309,40309,72658,85104
40310,40310,84586,75423
40311,40311,73068,89522
40312,40312,68480,83910
40313,40313,83453,85751
40314,40314,79474,79943
40315,40315,87491,81605
40316,40316,79239,74254
40317,40317,72626,75752
40318,40318,76278,77385
40319,40319,81230,69687
40320,40320,84924,73492
40321,40321,65726,67950
40322,40322,86888,87555
40323,40323,76281,83351
40324,40324,93253,60356
40325,40325,82908,73896
40326,40326,71573,83728
40327,40327,68281,77572
40328,40328,77272,82294
40329,40329,78630,76806
40330,40330,76020,79394
40331,40331,71279,84056
40332,40332,76755,78218
40333,40333,80197,84234
40334,40334,71908,84962
40335,40335,71925,70873
40336,40336,81041,83094
40337,40337,66951,74654
40338,40338,74615,76859
40339,40339,83081,91456
40340,40340,85564,78371
40341,40341,80119,86170
40342,40342,80429,76532
40343,40343,62486,91530
40344,40344,79374,90894
40345,40345,89140,70556
40346,40346,75054,67992
40347,40347,78477,78530
40348,40348,81948,65815
40349,40349,66065,82478
40350,40350,74662,92429
40351,40351,81808,73493
40352,40352,70592,76416
40353,40353,73870,69923
40354,40354,80649,84697
40355,40355,81307,70622
40356,40356,76559,83562
40357,40357,84493,82670
40358,40358,68185,73583
40359,40359,75914,77615
40360,40360,74514,87874
40361,40361,73205,70454
40362,40362,72240,78883
40363,40363,82555,70076
40364,40364,80536,78500
40365,40365,73983,81433
40366,40366,83512,74357
40367,40367,58694,84177
40368,40368,83390,76690
40369,40369,80080,72790
40370,40370,75932,82228
40371,40371,71212,79107
40372,40372,63491,95946
40373,40373,76656,72934
40374,40374,88810,68821
40375,40375,85312,72193
40376,40376,78044,85400
40377,40377,71002,91890
40378,40378,79420,79933
40379,40379,83797,76373
40380,40380,78134,76262
40381,40381,80086,79243
40382,40382,71600,74442
40383,40383,80115,95266
40384,40384,69402,78211
40385,40385,65390,84427
40386,40386,76023,78663
40387,40387,77811,69421
40388,40388,76277,74202
40389,40389,76726,78256
40390,40390,64307,74973
40391,40391,64854,73671
40392,40392,77562,79530
40393,40393,80677,81586
40394,40394,89105,77319
40395,40395,68545,69371
40396,40396,70973,72697
40397,40397,71425,85435
40398,40398,83047,69633
40399,40399,77147,72979
40400,40400,71843,90890
40401,40401,69094,77912
40402,40402,66799,73753
40403,40403,72835,66773
40404,40404,71238,78279
40405,40405,90126,91929
40406,40406,78499,80559
40407,40407,68901,87720
40408,40408,71952,79818
40409,40409,75178,79690
40410,40410,75017,69828
40411,40411,67230,78483
40412,40412,87162,83463
40413,40413,72956,78405
40414,40414,66231,79031
40415,40415,87972,74425
40416,40416,76985,73804
40417,40417,93281,73451
40418,40418,67659,82665
40419,40419,80462,79679
40420,40420,65883,75683
40421,40421,70900,79797
40422,40422,80533,77943
40423,40423,73966,76106
40424,40424,97875,85446
40425,40425,84498,71132
40426,40426,71932,75611
40427,40427,78002,74950
40428,40428,87597,73279
40429,40429,82647,79510
40430,40430,73847,87044
40431,40431,79272,90114
40432,40432,82485,79187
40433,40433,89201,90945
40434,40434,85608,92713
40435,40435,74441,65362
40436,40436,82163,71912
40437,40437,74894,91143
40438,40438,77510,88521
40439,40439,77590,82956
40440,40440,79632,89387
40441,40441,80786,87272
40442,40442,75805,77051
40443,40443,76694,94416
40444,40444,75116,87184
40445,40445,85028,64789
40446,40446,79529,63568
40447,40447,81533,77385
40448,40448,68975,75914
40449,40449,75565,74368
40450,40450,62613,75904
40451,40451,84359,81957
40452,40452,76209,87013
40453,40453,78277,75103
40454,40454,67529,83515
40455,40455,72468,66064
40456,40456,71690,85050
40457,40457,88165,84481
40458,40458,89657,71392
40459,40459,84887,85688
40460,40460,84142,77800
40461,40461,74793,82344
40462,40462,75400,76414
40463,40463,70760,83126
40464,40464,75490,83077
40465,40465,74158,78667
40466,40466,76544,85431
40467,40467,85771,87017
40468,40468,85200,72093
40469,40469,78412,77345
40470,40470,76624,70866
40471,40471,67824,83986
40472,40472,74882,76705
40473,40473,76165,84266
40474,40474,89355,68658
40475,40475,86025,74907
40476,40476,79793,80318
40477,40477,77673,74749
40478,40478,71818,80308
40479,40479,76057,88598
40480,40480,77042,79762
40481,40481,83512,60956
40482,40482,89458,81843
40483,40483,75066,81841
40484,40484,77026,77107
40485,40485,82814,84166
40486,40486,84043,70696
40487,40487,79637,73903
40488,40488,84168,78805
40489,40489,74382,85354
40490,40490,72505,97380
40491,40491,90872,69604
40492,40492,80672,87639
40493,40493,67518,81416
40494,40494,82057,84427
40495,40495,82735,77009
40496,40496,79770,79530
40497,40497,74135,71462
40498,40498,78259,86883
40499,40499,87640,68716
40500,40500,74277,72571
40501,40501,81037,80769
40502,40502,84975,80298
40503,40503,75842,70607
40504,40504,83145,68086
40505,40505,76580,73355
40506,40506,65750,79034
40507,40507,72242,73253
40508,40508,70104,91792
40509,40509,76158,85407
40510,40510,81168,76313
40511,40511,79849,79170
40512,40512,73152,77278
40513,40513,74792,67090
40514,40514,84011,83408
40515,40515,81702,83379
40516,40516,85629,68000
40517,40517,78757,74619
40518,40518,87154,86473
40519,40519,79813,74133
40520,40520,82541,81268
40521,40521,78798,99427
40522,40522,79446,68779
40523,40523,85757,75004
40524,40524,84700,73911
40525,40525,85029,83689
40526,40526,88563,71996
40527,40527,79742,70718
40528,40528,69925,91994
40529,40529,88952,91673
40530,40530,72286,84524
40531,40531,85172,79406
40532,40532,91487,77507
40533,40533,66838,84176
40534,40534,85912,73385
40535,40535,78072,77317
40536,40536,87474,73704
40537,40537,84330,80913
40538,40538,75153,78275
40539,40539,86854,82075
40540,40540,77673,94308
40541,40541,91635,88354
40542,40542,91911,63819
40543,40543,80787,84458
40544,40544,82819,76146
40545,40545,85419,86968
40546,40546,75082,79710
40547,40547,78550,86726
40548,40548,61664,78470
40549,40549,78803,86023
40550,40550,79471,84200
40551,40551,80595,85414
40552,40552,83816,82017
40553,40553,66859,79363
40554,40554,76125,76784
40555,40555,70422,85362
40556,40556,71601,78364
40557,40557,74449,83536
40558,40558,63399,73771
40559,40559,67226,76366
40560,40560,65561,86907
40561,40561,72111,82548
40562,40562,68591,84351
40563,40563,79829,71023
40564,40564,72854,79487
40565,40565,67280,81051
40566,40566,78420,62567
40567,40567,82733,76641
40568,40568,72443,75198
40569,40569,62874,82959
40570,40570,80080,81988
40571,40571,74252,84124
40572,40572,85436,82605
40573,40573,68096,62333
40574,40574,64049,80677
40575,40575,76089,74830
40576,40576,79119,97481
40577,40577,85859,72263
40578,40578,72177,79720
40579,40579,76976,69471
40580,40580,65876,83853
40581,40581,78416,89237
40582,40582,70999,92032
40583,40583,72840,80363
40584,40584,70297,76132
40585,40585,61396,73435
40586,40586,76388,84840
40587,40587,60665,77751
40588,40588,87470,85189
40589,40589,102723,92415
40590,40590,87835,91301
40591,40591,78248,81229
40592,40592,71658,82034
40593,40593,78873,89996
40594,40594,86264,80572
40595,40595,81903,74466
40596,40596,79188,80613
40597,40597,87128,76605
40598,40598,87204,68957
40599,40599,67276,94079
40600,40600,92713,66438
40601,40601,81174,78208
40602,40602,66398,79954
40603,40603,69165,81543
40604,40604,73121,78289
40605,40605,88514,60863
40606,40606,69053,76378
40607,40607,72351,71080
40608,40608,78427,78477
40609,40609,69426,66218
40610,40610,79273,82377
40611,40611,96208,75504
40612,40612,78591,76923
40613,40613,86958,72232
40614,40614,72603,93715
40615,40615,82603,82624
40616,40616,73912,83507
40617,40617,77884,88886
40618,40618,68479,78433
40619,40619,73675,79519
40620,40620,82257,62644
40621,40621,80029,64644
40622,40622,97025,81946
40623,40623,75984,75585
40624,40624,86136,75532
40625,40625,78000,76786
40626,40626,82557,80795
40627,40627,74552,76488
40628,40628,72933,75180
40629,40629,86012,82545
40630,40630,79378,71929
40631,40631,76479,72357
40632,40632,88386,86916
40633,40633,88593,74344
40634,40634,71931,88785
40635,40635,72357,75743
40636,40636,86730,80399
40637,40637,72350,82413
40638,40638,78547,62963
40639,40639,78581,83980
40640,40640,84503,68670
40641,40641,94820,76215
40642,40642,87549,80847
40643,40643,80072,73587
40644,40644,90042,78629
40645,40645,82871,86692
40646,40646,80735,85397
40647,40647,68694,79031
40648,40648,63329,75254
40649,40649,73543,74411
40650,40650,85347,98869
40651,40651,83420,70979
40652,40652,72413,86396
40653,40653,77173,86621
40654,40654,75729,91826
40655,40655,85117,75862
40656,40656,79312,69049
40657,40657,76516,82929
40658,40658,74442,76387
40659,40659,71000,71397
40660,40660,75013,75732
40661,40661,80291,88420
40662,40662,70947,90705
40663,40663,66123,76693
40664,40664,58212,85946
40665,40665,74981,70077
40666,40666,87994,75843
40667,40667,75243,81459
40668,40668,77374,63612
40669,40669,84207,66456
40670,40670,99874,65567
40671,40671,85174,76015
40672,40672,65275,77881
40673,40673,74024,82323
40674,40674,85289,78664
40675,40675,78038,92571
40676,40676,80504,89996
40677,40677,89973,85664
40678,40678,69102,88820
40679,40679,85543,80847
40680,40680,83907,79105
40681,40681,83656,63795
40682,40682,78039,82873
40683,40683,74994,84256
40684,40684,88532,84535
40685,40685,87539,76670
40686,40686,77789,81340
40687,40687,78595,85355
40688,40688,73928,76580
40689,40689,82978,82027
40690,40690,71050,78027
40691,40691,82843,83794
40692,40692,79477,77334
40693,40693,86018,90324
40694,40694,68279,73531
40695,40695,80725,77527
40696,40696,80344,69241
40697,40697,77911,63208
40698,40698,79775,73176
40699,40699,89916,51937
40700,40700,75309,85668
40701,40701,70720,83317
40702,40702,61923,86470
40703,40703,76343,71681
40704,40704,80798,76372
40705,40705,79413,67572
40706,40706,83249,73504
40707,40707,72901,71840
40708,40708,91426,80505
40709,40709,76431,71947
40710,40710,78563,84602
40711,40711,71488,74700
40712,40712,80309,81088
40713,40713,68917,76338
40714,40714,75260,86489
40715,40715,84292,78381
40716,40716,75147,73782
40717,40717,83311,67375
40718,40718,72375,82361
40719,40719,86320,93915
40720,40720,72891,79793
40721,40721,75917,91976
40722,40722,79148,86896
40723,40723,75614,77300
40724,40724,74853,69055
40725,40725,73068,75670
40726,40726,73453,79745
40727,40727,78778,80264
40728,40728,88551,74463
40729,40729,82416,84010
40730,40730,86022,79236
40731,40731,67304,82280
40732,40732,84097,58238
40733,40733,79732,88618
40734,40734,78046,71782
40735,40735,69814,79934
40736,40736,75191,72726
40737,40737,87384,80210
40738,40738,70570,79587
40739,40739,76431,79486
40740,40740,85645,79443
40741,40741,79453,81356
40742,40742,87246,86540
40743,40743,82902,69615
40744,40744,78643,84196
40745,40745,95059,82703
40746,40746,77383,85997
40747,40747,81734,72064
40748,40748,74228,74603
40749,40749,77374,68943
40750,40750,90230,70676
40751,40751,75060,73537
40752,40752,74160,85878
40753,40753,72635,78653
40754,40754,72580,73491
40755,40755,87055,69097
40756,40756,81929,78184
40757,40757,91028,80807
40758,40758,80811,78992
40759,40759,78643,80320
40760,40760,78618,73879
40761,40761,97659,77902
40762,40762,92898,83145
40763,40763,80765,71257
40764,40764,78010,71119
40765,40765,78323,77343
40766,40766,75624,85215
40767,40767,83282,74415
40768,40768,77997,72178
40769,40769,84645,87004
40770,40770,78514,66892
40771,40771,79405,69813
40772,40772,67693,76774
40773,40773,91828,84171
40774,40774,90505,91437
40775,40775,76961,71927
40776,40776,75959,73079
40777,40777,73248,76834
40778,40778,71225,78926
40779,40779,88854,77069
40780,40780,83380,74847
40781,40781,81594,92205
40782,40782,80042,87717
40783,40783,90419,65099
40784,40784,88076,84197
40785,40785,82905,81069
40786,40786,72301,75669
40787,40787,80842,73418
40788,40788,75326,81954
40789,40789,67125,79178
40790,40790,74898,76323
40791,40791,76334,77303
40792,40792,79417,77017
40793,40793,74984,77483
40794,40794,79053,72326
40795,40795,85454,74908
40796,40796,76538,86029
40797,40797,76087,68669
40798,40798,81654,81429
40799,40799,74885,86004
40800,40800,85407,86703
40801,40801,79805,77339
40802,40802,82803,95377
40803,40803,90576,77254
40804,40804,79585,83422
40805,40805,82946,68639
40806,40806,82964,85306
40807,40807,75717,71775
40808,40808,74304,82116
40809,40809,70112,87898
40810,40810,72124,80899
40811,40811,80183,98760
40812,40812,78290,93209
40813,40813,80663,85455
40814,40814,73864,72192
40815,40815,71569,83854
40816,40816,73905,73855
40817,40817,74654,84250
40818,40818,84063,68341
40819,40819,74132,90926
40820,40820,92159,75467
40821,40821,68902,76533
40822,40822,68236,74049
40823,40823,87950,73259
40824,40824,74809,71328
40825,40825,86900,81357
40826,40826,65766,94030
40827,40827,86597,85623
40828,40828,78157,73201
40829,40829,78859,77583
40830,40830,80746,89743
40831,40831,76980,62964
40832,40832,77319,69024
40833,40833,68216,70579
40834,40834,97840,78462
40835,40835,75430,84062
40836,40836,78869,80319
40837,40837,78619,77540
40838,40838,76525,82799
40839,40839,76597,79930
40840,40840,71842,96883
40841,40841,73703,82060
40842,40842,68358,77201
40843,40843,83402,76231
40844,40844,80400,81908
40845,40845,95889,80184
40846,40846,72348,77098
40847,40847,75800,87574
40848,40848,76862,74469
40849,40849,76398,84024
40850,40850,81605,83809
40851,40851,77105,70171
40852,40852,77943,75797
40853,40853,78265,81278
40854,40854,83127,70381
40855,40855,84696,70278
40856,40856,75747,77798
40857,40857,79253,80315
40858,40858,70693,86111
40859,40859,66851,75592
40860,40860,59434,75289
40861,40861,73346,80360
40862,40862,68776,82109
40863,40863,71323,74862
40864,40864,71966,78871
40865,40865,74016,77795
40866,40866,97868,83854
40867,40867,69985,79560
40868,40868,75849,77885
40869,40869,60509,76276
40870,40870,86040,86192
40871,40871,79355,82470
40872,40872,74911,83201
40873,40873,92791,85269
40874,40874,69881,71509
40875,40875,82986,77211
40876,40876,83518,89789
40877,40877,66430,78023
40878,40878,77363,77736
40879,40879,71296,82087
40880,40880,82259,77007
40881,40881,70190,79273
40882,40882,76510,72925
40883,40883,85538,84258
40884,40884,84462,87798
40885,40885,84712,66683
40886,40886,88956,82205
40887,40887,80884,76691
40888,40888,80968,76529
40889,40889,72542,76609
40890,40890,74857,78081
40891,40891,73773,81897
40892,40892,77582,90060
40893,40893,100941,73318
40894,40894,94237,73338
40895,40895,81674,77296
40896,40896,79082,75649
40897,40897,80168,70011
40898,40898,76692,92507
40899,40899,82721,79867
40900,40900,83112,75526
40901,40901,81083,77533
40902,40902,72979,84031
40903,40903,83091,75818
40904,40904,76171,68823
40905,40905,78549,83462
40906,40906,70139,69188
40907,40907,74055,78204
40908,40908,80275,72934
40909,40909,71929,74919
40910,40910,81616,77714
40911,40911,79755,92770
40912,40912,87513,69492
40913,40913,80028,77143
40914,40914,79982,79959
40915,40915,88382,83755
40916,40916,95892,72390
40917,40917,65235,77270
40918,40918,86027,83553
40919,40919,77599,75949
40920,40920,81447,76283
40921,40921,83695,84452
40922,40922,74577,74064
40923,40923,74091,75267
40924,40924,81584,57869
40925,40925,71178,73843
40926,40926,79410,78534
40927,40927,88004,89039
40928,40928,83934,87115
40929,40929,65754,90223
40930,40930,89744,76834
40931,40931,85820,70850
40932,40932,82917,74992
40933,40933,66171,87130
40934,40934,76173,76372
40935,40935,72444,66465
40936,40936,77172,80778
40937,40937,87829,72336
40938,40938,69167,70744
40939,40939,68455,82877
40940,40940,72904,73785
40941,40941,71538,88872
40942,40942,79651,84308
40943,40943,72702,83132
40944,40944,77342,80161
40945,40945,79134,88462
40946,40946,85508,70982
40947,40947,69431,83861
40948,40948,92561,65623
40949,40949,86472,77550
40950,40950,90115,76233
40951,40951,81593,65636
40952,40952,82986,75062
40953,40953,77738,77016
40954,40954,81050,84670
40955,40955,75725,69451
40956,40956,85694,71988
40957,40957,82079,72031
40958,40958,72139,89189
40959,40959,65730,88278
40960,40960,93517,76368
40961,40961,74533,85712
40962,40962,79712,90276
40963,40963,72298,78478
40964,40964,84533,75599
40965,40965,81182,94161
40966,40966,73920,80655
40967,40967,84551,77538
40968,40968,93779,84895
40969,40969,72989,74318
40970,40970,75124,78444
40971,40971,67490,83083
40972,40972,73635,75339
40973,40973,78641,72748
40974,40974,80069,79429
40975,40975,69847,76501
40976,40976,71691,93120
40977,40977,72691,81976
40978,40978,81230,75422
40979,40979,78459,76574
40980,40980,80859,86533
40981,40981,71627,90917
40982,40982,88246,82753
40983,40983,69198,90945
40984,40984,73225,73123
40985,40985,70389,79434
40986,40986,87298,78448
40987,40987,74108,61430
40988,40988,95459,79845
40989,40989,57891,85428
40990,40990,76650,77170
40991,40991,73319,72505
40992,40992,73833,83013
40993,40993,100227,77911
40994,40994,73309,103379
40995,40995,69657,82742
40996,40996,86937,87562
40997,40997,70629,73800
40998,40998,78752,83226
40999,40999,79577,91332
41000,41000,96388,65224
41001,41001,87970,73751
41002,41002,88273,81351
41003,41003,76929,77792
41004,41004,87601,98996
41005,41005,81704,76516
41006,41006,77611,65538
41007,41007,82217,74584
41008,41008,62728,89476
41009,41009,83884,84032
41010,41010,101838,94866
41011,41011,88579,68382
41012,41012,82561,83523
41013,41013,66602,74347
41014,41014,80161,79628
41015,41015,84974,68450
41016,41016,90837,76738
41017,41017,75379,68160
41018,41018,76206,77171
41019,41019,75390,82910
41020,41020,90024,75769
41021,41021,76675,78524
41022,41022,78385,77869
41023,41023,72348,68534
41024,41024,81840,86862
41025,41025,76526,74607
41026,41026,79647,75801
41027,41027,94156,81680
41028,41028,76892,80056
41029,41029,77533,92941
41030,41030,88366,73609
41031,41031,86364,91307
41032,41032,78535,74303
41033,41033,79377,71089
41034,41034,75045,72406
41035,41035,74788,80929
41036,41036,85282,89614
41037,41037,93754,76586
41038,41038,76257,83754
41039,41039,77211,77270
41040,41040,78491,77503
41041,41041,84211,85738
41042,41042,79967,75710
41043,41043,74406,78249
41044,41044,74098,73487
41045,41045,74808,79287
41046,41046,76234,83864
41047,41047,93890,94479
41048,41048,86138,101578
41049,41049,90043,71793
41050,41050,84388,79707
41051,41051,93702,78593
41052,41052,86521,80767
41053,41053,69639,80458
41054,41054,74030,81628
41055,41055,81302,83039
41056,41056,73038,72837
41057,41057,75028,83156
41058,41058,79543,76029
41059,41059,87486,71561
41060,41060,69546,79093
41061,41061,68874,81247
41062,41062,70409,80707
41063,41063,89618,73454
41064,41064,95742,85258
41065,41065,68890,91303
41066,41066,75316,80953
41067,41067,80369,75362
41068,41068,77649,82732
41069,41069,74595,77124
41070,41070,76212,82118
41071,41071,71229,79336
41072,41072,86124,75323
41073,41073,79677,83229
41074,41074,74254,73417
41075,41075,86284,82870
41076,41076,75262,97030
41077,41077,92213,74388
41078,41078,90944,82181
41079,41079,74022,77346
41080,41080,76711,74643
41081,41081,77052,74041
41082,41082,84513,78942
41083,41083,67903,67512
41084,41084,70398,81692
41085,41085,73565,76752
41086,41086,78784,98226
41087,41087,79585,79505
41088,41088,86319,93570
41089,41089,76383,73750
41090,41090,89529,78014
41091,41091,71084,72169
41092,41092,77057,73771
41093,41093,76723,82443
41094,41094,70606,69958
41095,41095,66523,83084
41096,41096,87259,71657
41097,41097,66958,92320
41098,41098,78772,77977
41099,41099,82216,90968
41100,41100,76252,93056
41101,41101,74308,85847
41102,41102,71501,88546
41103,41103,79235,75913
41104,41104,78271,75985
41105,41105,70961,84969
41106,41106,77908,99175
41107,41107,83793,77213
41108,41108,79131,71115
41109,41109,82067,67080
41110,41110,77915,80374
41111,41111,75804,78135
41112,41112,80938,84791
41113,41113,86990,74457
41114,41114,79792,75041
41115,41115,86208,70081
41116,41116,75249,79909
41117,41117,64431,96649
41118,41118,77332,87600
41119,41119,73792,81533
41120,41120,69304,94545
41121,41121,82669,82058
41122,41122,75064,73382
41123,41123,74257,74893
41124,41124,79022,77213
41125,41125,69225,79592
41126,41126,69777,79017
41127,41127,68174,76976
41128,41128,74665,70395
41129,41129,83004,75757
41130,41130,77207,79266
41131,41131,65523,80222
41132,41132,69296,78542
41133,41133,86401,86190
41134,41134,81534,88004
41135,41135,74794,83495
41136,41136,78535,70544
41137,41137,84607,82348
41138,41138,77690,66729
41139,41139,68730,81022
41140,41140,67445,82165
41141,41141,75851,78540
41142,41142,79014,70671
41143,41143,84196,83732
41144,41144,85269,62848
41145,41145,75684,77278
41146,41146,81300,75162
41147,41147,81875,76014
41148,41148,73168,82310
41149,41149,87691,80023
41150,41150,76508,83378
41151,41151,82702,79529
41152,41152,69533,84889
41153,41153,85238,85553
41154,41154,82460,72212
41155,41155,78348,81434
41156,41156,79647,69368
41157,41157,88209,69792
41158,41158,75182,85059
41159,41159,83090,80668
41160,41160,75016,71196
41161,41161,87113,90467
41162,41162,83971,82572
