,mid,lh_radiant,lh_dire
35036,35036,812,541
35037,35037,707,952
35038,35038,578,482
35039,35039,702,433
35040,35040,580,500
35041,35041,561,978
35042,35042,755,582
35043,35043,842,873
35044,35044,803,628
35045,35045,762,627
35046,35046,774,616
35047,35047,819,845
35048,35048,595,328
35049,35049,897,732
35050,35050,579,734
35051,35051,929,516
35052,35052,1055,667
35053,35053,566,815
35054,35054,752,526
35055,35055,933,654
35056,35056,764,936
35057,35057,669,846
35058,35058,723,682
35059,35059,719,842
35060,35060,653,939
35061,35061,1006,715
35062,35062,456,568
35063,35063,685,517
35064,35064,494,827
35065,35065,696,643
35066,35066,689,857
35067,35067,536,519
35068,35068,706,746
35069,35069,701,564
35070,35070,683,615
35071,35071,603,591
35072,35072,396,484
35073,35073,407,944
35074,35074,667,626
35075,35075,612,495
35076,35076,553,520
35077,35077,443,435
35078,35078,761,416
35079,35079,665,781
35080,35080,742,705
35081,35081,754,494
35082,35082,452,756
35083,35083,666,722
35084,35084,632,759
35085,35085,693,460
35086,35086,614,537
35087,35087,677,645
35088,35088,627,633
35089,35089,858,862
35090,35090,663,529
35091,35091,729,529
35092,35092,449,689
35093,35093,587,763
35094,35094,800,705
35095,35095,644,568
35096,35096,792,712
35097,35097,852,919
35098,35098,671,750
35099,35099,786,522
35100,35100,473,988
35101,35101,577,830
35102,35102,636,607
35103,35103,692,742
35104,35104,695,759
35105,35105,828,623
35106,35106,590,743
35107,35107,592,684
35108,35108,796,908
35109,35109,630,780
35110,35110,585,606
35111,35111,678,866
35112,35112,519,853
35113,35113,731,675
35114,35114,796,578
35115,35115,459,953
35116,35116,774,740
35117,35117,605,543
35118,35118,868,963
35119,35119,645,793
35120,35120,602,667
35121,35121,610,489
35122,35122,504,655
35123,35123,440,516
35124,35124,706,635
35125,35125,766,745
35126,35126,740,596
35127,35127,714,452
35128,35128,670,719
35129,35129,530,593
35130,35130,736,468
35131,35131,361,505
35132,35132,642,840
35133,35133,641,505
35134,35134,744,644
35135,35135,562,635
35136,35136,580,719
35137,35137,719,472
35138,35138,818,877
35139,35139,650,912
35140,35140,858,842
35141,35141,796,680
35142,35142,725,750
35143,35143,792,607
35144,35144,550,637
35145,35145,614,651
35146,35146,504,872
35147,35147,707,487
35148,35148,683,1057
35149,35149,876,662
35150,35150,837,715
35151,35151,705,698
35152,35152,792,847
35153,35153,598,747
35154,35154,672,615
35155,35155,818,791
35156,35156,573,715
35157,35157,787,1076
35158,35158,533,827
35159,35159,533,509
35160,35160,430,568
35161,35161,921,743
35162,35162,724,778
35163,35163,756,1001
35164,35164,624,800
35165,35165,820,1023
35166,35166,851,576
35167,35167,523,777
35168,35168,703,695
35169,35169,707,833
35170,35170,571,703
35171,35171,857,708
35172,35172,838,984
35173,35173,842,550
35174,35174,636,625
35175,35175,794,692
35176,35176,733,480
35177,35177,627,688
35178,35178,425,591
35179,35179,739,577
35180,35180,699,774
35181,35181,445,508
35182,35182,635,752
35183,35183,662,649
35184,35184,652,919
35185,35185,584,704
35186,35186,641,944
35187,35187,1007,655
35188,35188,747,436
35189,35189,585,639
35190,35190,824,796
35191,35191,851,701
35192,35192,576,675
35193,35193,759,901
35194,35194,707,716
35195,35195,688,793
35196,35196,990,634
35197,35197,714,824
35198,35198,636,724
35199,35199,726,567
35200,35200,785,728
35201,35201,489,713
35202,35202,770,1005
35203,35203,561,765
35204,35204,601,813
35205,35205,656,1046
35206,35206,808,729
35207,35207,691,593
35208,35208,782,712
35209,35209,598,817
35210,35210,808,708
35211,35211,468,858
35212,35212,627,670
35213,35213,501,806
35214,35214,679,898
35215,35215,607,537
35216,35216,718,427
35217,35217,751,649
35218,35218,465,373
35219,35219,677,829
35220,35220,700,846
35221,35221,484,825
35222,35222,815,716
35223,35223,865,460
35224,35224,816,768
35225,35225,618,647
35226,35226,786,655
35227,35227,516,664
35228,35228,711,605
35229,35229,691,579
35230,35230,669,644
35231,35231,978,699
35232,35232,759,632
35233,35233,961,678
35234,35234,820,799
35235,35235,585,778
35236,35236,642,737
35237,35237,712,601
35238,35238,619,760
35239,35239,672,809
35240,35240,874,822
35241,35241,902,747
35242,35242,798,745
35243,35243,507,673
35244,35244,541,548
35245,35245,584,565
35246,35246,532,715
35247,35247,570,591
35248,35248,702,1044
35249,35249,703,851
35250,35250,698,774
35251,35251,606,598
35252,35252,860,956
35253,35253,709,680
35254,35254,828,653
35255,35255,760,873
35256,35256,660,659
35257,35257,693,584
35258,35258,683,786
35259,35259,591,767
35260,35260,732,823
35261,35261,686,552
35262,35262,863,611
35263,35263,930,850
35264,35264,562,758
35265,35265,404,601
35266,35266,1019,681
35267,35267,793,748
35268,35268,807,595
35269,35269,663,870
35270,35270,459,621
35271,35271,770,319
35272,35272,724,789
35273,35273,857,968
35274,35274,894,701
35275,35275,612,783
35276,35276,767,685
35277,35277,825,785
35278,35278,785,776
35279,35279,639,752
35280,35280,496,375
35281,35281,538,605
35282,35282,853,691
35283,35283,960,592
35284,35284,847,970
35285,35285,626,880
35286,35286,700,725
35287,35287,717,664
35288,35288,693,882
35289,35289,963,546
35290,35290,726,603
35291,35291,666,647
35292,35292,850,778
35293,35293,698,436
35294,35294,801,514
35295,35295,585,531
35296,35296,834,1048
35297,35297,577,511
35298,35298,772,759
35299,35299,810,736
35300,35300,575,673
35301,35301,847,755
35302,35302,866,876
35303,35303,654,669
35304,35304,701,723
35305,35305,732,581
35306,35306,863,770
35307,35307,611,727
35308,35308,571,1051
35309,35309,642,729
35310,35310,777,669
35311,35311,672,763
35312,35312,621,680
35313,35313,652,845
35314,35314,733,575
35315,35315,777,621
35316,35316,618,787
35317,35317,931,597
35318,35318,620,669
35319,35319,706,565
35320,35320,976,636
35321,35321,488,525
35322,35322,707,427
35323,35323,838,642
35324,35324,688,487
35325,35325,766,281
35326,35326,555,346
35327,35327,653,834
35328,35328,775,715
35329,35329,615,973
35330,35330,408,623
35331,35331,579,940
35332,35332,673,798
35333,35333,650,396
35334,35334,707,625
35335,35335,685,935
35336,35336,913,709
35337,35337,502,870
35338,35338,773,859
35339,35339,494,566
35340,35340,674,555
35341,35341,589,711
35342,35342,771,670
35343,35343,634,829
35344,35344,666,761
35345,35345,743,698
35346,35346,596,755
35347,35347,875,793
35348,35348,743,838
35349,35349,880,667
35350,35350,693,822
35351,35351,982,785
35352,35352,711,725
35353,35353,735,832
35354,35354,541,490
35355,35355,1061,693
35356,35356,583,658
35357,35357,559,825
35358,35358,763,646
35359,35359,827,637
35360,35360,711,654
35361,35361,536,719
35362,35362,674,729
35363,35363,553,633
35364,35364,639,644
35365,35365,551,529
35366,35366,608,803
35367,35367,463,763
35368,35368,611,689
35369,35369,712,619
35370,35370,814,819
35371,35371,671,822
35372,35372,582,650
35373,35373,650,781
35374,35374,823,903
35375,35375,932,639
35376,35376,613,532
35377,35377,644,1060
35378,35378,561,931
35379,35379,619,726
35380,35380,980,674
35381,35381,573,853
35382,35382,584,639
35383,35383,791,784
35384,35384,563,633
35385,35385,651,551
35386,35386,513,677
35387,35387,721,873
35388,35388,677,621
35389,35389,973,748
35390,35390,1012,792
35391,35391,683,674
35392,35392,683,808
35393,35393,694,652
35394,35394,634,642
35395,35395,973,776
35396,35396,430,662
35397,35397,617,411
35398,35398,609,700
35399,35399,646,645
35400,35400,617,846
35401,35401,527,638
35402,35402,657,824
35403,35403,621,745
35404,35404,641,759
35405,35405,730,768
35406,35406,569,801
35407,35407,608,631
35408,35408,743,788
35409,35409,924,823
35410,35410,934,871
35411,35411,707,721
35412,35412,577,1068
35413,35413,619,642
35414,35414,716,626
35415,35415,944,759
35416,35416,543,562
35417,35417,828,997
35418,35418,919,554
35419,35419,796,748
35420,35420,545,525
35421,35421,691,787
35422,35422,658,748
35423,35423,876,637
35424,35424,712,649
35425,35425,776,681
35426,35426,540,536
35427,35427,923,572
35428,35428,625,720
35429,35429,635,740
35430,35430,659,723
35431,35431,725,518
35432,35432,766,641
35433,35433,618,683
35434,35434,777,788
35435,35435,736,763
35436,35436,677,918
35437,35437,727,843
35438,35438,693,670
35439,35439,601,863
35440,35440,469,463
35441,35441,673,972
35442,35442,656,716
35443,35443,900,670
35444,35444,806,669
35445,35445,751,523
35446,35446,491,400
35447,35447,623,652
35448,35448,838,888
35449,35449,623,559
35450,35450,481,521
35451,35451,827,1030
35452,35452,866,462
35453,35453,631,778
35454,35454,578,555
35455,35455,491,491
35456,35456,792,720
35457,35457,674,427
35458,35458,455,836
35459,35459,607,603
35460,35460,689,841
35461,35461,671,728
35462,35462,648,819
35463,35463,771,770
35464,35464,664,756
35465,35465,636,516
35466,35466,640,734
35467,35467,596,508
35468,35468,509,569
35469,35469,877,785
35470,35470,779,698
35471,35471,637,830
35472,35472,681,566
35473,35473,958,991
35474,35474,591,713
35475,35475,1002,566
35476,35476,814,589
35477,35477,676,644
35478,35478,657,572
35479,35479,845,579
35480,35480,624,624
35481,35481,761,833
35482,35482,630,511
35483,35483,369,625
35484,35484,615,790
35485,35485,746,766
35486,35486,818,805
35487,35487,930,813
35488,35488,827,717
35489,35489,621,647
35490,35490,1137,822
35491,35491,772,702
35492,35492,575,710
35493,35493,732,427
35494,35494,672,673
35495,35495,613,681
35496,35496,689,822
35497,35497,788,626
35498,35498,796,784
35499,35499,639,560
35500,35500,384,812
35501,35501,799,508
35502,35502,818,692
35503,35503,702,490
35504,35504,811,685
35505,35505,1012,831
35506,35506,605,367
35507,35507,683,573
35508,35508,522,610
35509,35509,811,702
35510,35510,835,764
35511,35511,418,500
35512,35512,600,848
35513,35513,634,645
35514,35514,250,493
35515,35515,889,695
35516,35516,724,516
35517,35517,656,714
35518,35518,543,608
35519,35519,683,656
35520,35520,351,577
35521,35521,562,791
35522,35522,955,694
35523,35523,560,869
35524,35524,343,480
35525,35525,636,937
35526,35526,928,478
35527,35527,826,744
35528,35528,655,821
35529,35529,775,533
35530,35530,1014,755
35531,35531,661,580
35532,35532,739,649
35533,35533,970,960
35534,35534,543,904
35535,35535,698,730
35536,35536,856,717
35537,35537,734,591
35538,35538,498,766
35539,35539,517,871
35540,35540,822,655
35541,35541,610,892
35542,35542,652,310
35543,35543,1092,694
35544,35544,575,740
35545,35545,380,686
35546,35546,520,636
35547,35547,568,527
35548,35548,942,685
35549,35549,799,570
35550,35550,495,873
35551,35551,625,937
35552,35552,611,715
35553,35553,801,826
35554,35554,1026,761
35555,35555,958,879
35556,35556,634,709
35557,35557,695,716
35558,35558,837,597
35559,35559,497,812
35560,35560,550,807
35561,35561,839,564
35562,35562,691,624
35563,35563,628,683
35564,35564,584,688
35565,35565,775,638
35566,35566,658,743
35567,35567,569,806
35568,35568,828,642
35569,35569,751,943
35570,35570,350,623
35571,35571,761,679
35572,35572,473,552
35573,35573,671,702
35574,35574,553,697
35575,35575,516,491
35576,35576,942,217
35577,35577,553,885
35578,35578,778,764
35579,35579,619,723
35580,35580,695,707
35581,35581,838,850
35582,35582,607,565
35583,35583,696,870
35584,35584,558,790
35585,35585,790,773
35586,35586,662,585
35587,35587,777,720
35588,35588,736,830
35589,35589,818,978
35590,35590,626,469
35591,35591,648,612
35592,35592,537,866
35593,35593,576,789
35594,35594,509,566
35595,35595,810,705
35596,35596,776,618
35597,35597,872,555
35598,35598,664,778
35599,35599,718,707
35600,35600,809,869
35601,35601,1141,585
35602,35602,586,978
35603,35603,555,610
35604,35604,588,726
35605,35605,593,732
35606,35606,632,455
35607,35607,678,889
35608,35608,646,774
35609,35609,595,826
35610,35610,489,516
35611,35611,717,656
35612,35612,428,673
35613,35613,673,835
35614,35614,415,834
35615,35615,416,525
35616,35616,843,579
35617,35617,768,755
35618,35618,565,619
35619,35619,509,785
35620,35620,716,600
35621,35621,522,862
35622,35622,633,837
35623,35623,611,725
35624,35624,692,895
35625,35625,664,686
35626,35626,572,713
35627,35627,668,548
35628,35628,667,548
35629,35629,687,666
35630,35630,754,752
35631,35631,590,740
35632,35632,732,619
35633,35633,574,725
35634,35634,426,545
35635,35635,434,676
35636,35636,1033,482
35637,35637,823,318
35638,35638,765,718
35639,35639,571,538
35640,35640,546,762
35641,35641,567,623
35642,35642,832,944
35643,35643,751,561
35644,35644,578,888
35645,35645,706,854
35646,35646,524,583
35647,35647,729,652
35648,35648,707,712
35649,35649,907,811
35650,35650,804,582
35651,35651,814,868
35652,35652,670,739
35653,35653,646,924
35654,35654,833,731
35655,35655,613,583
35656,35656,540,676
35657,35657,906,769
35658,35658,981,646
35659,35659,1021,357
35660,35660,529,646
35661,35661,693,680
35662,35662,720,712
35663,35663,491,544
35664,35664,726,723
35665,35665,526,648
35666,35666,678,658
35667,35667,677,706
35668,35668,691,766
35669,35669,967,923
35670,35670,739,652
35671,35671,485,391
35672,35672,826,872
35673,35673,467,397
35674,35674,450,354
35675,35675,674,481
35676,35676,616,787
35677,35677,689,563
35678,35678,829,601
35679,35679,754,641
35680,35680,609,868
35681,35681,682,929
35682,35682,686,640
35683,35683,527,665
35684,35684,549,652
35685,35685,570,598
35686,35686,885,828
35687,35687,808,675
35688,35688,685,685
35689,35689,538,639
35690,35690,1001,745
35691,35691,631,811
35692,35692,533,430
35693,35693,755,729
35694,35694,711,940
35695,35695,504,451
35696,35696,790,787
35697,35697,723,721
35698,35698,801,571
35699,35699,493,628
35700,35700,630,592
35701,35701,612,788
35702,35702,693,501
35703,35703,902,612
35704,35704,492,873
35705,35705,570,868
35706,35706,733,573
35707,35707,712,773
35708,35708,846,806
35709,35709,646,446
35710,35710,791,1026
35711,35711,588,455
35712,35712,740,686
35713,35713,568,613
35714,35714,454,383
35715,35715,387,774
35716,35716,663,1007
35717,35717,696,470
35718,35718,617,724
35719,35719,697,717
35720,35720,623,672
35721,35721,689,749
35722,35722,595,669
35723,35723,774,853
35724,35724,781,689
35725,35725,702,740
35726,35726,597,942
35727,35727,553,612
35728,35728,573,715
35729,35729,792,749
35730,35730,509,696
35731,35731,630,608
35732,35732,587,656
35733,35733,830,788
35734,35734,751,781
35735,35735,1204,714
35736,35736,714,768
35737,35737,941,420
35738,35738,730,693
35739,35739,725,570
35740,35740,668,808
35741,35741,624,821
35742,35742,682,770
35743,35743,912,746
35744,35744,727,541
35745,35745,632,414
35746,35746,628,804
35747,35747,606,655
35748,35748,628,656
35749,35749,667,891
35750,35750,621,716
35751,35751,683,714
35752,35752,768,720
35753,35753,1209,999
35754,35754,792,595
35755,35755,682,842
35756,35756,678,522
35757,35757,725,698
35758,35758,715,728
35759,35759,826,882
35760,35760,533,834
35761,35761,800,552
35762,35762,739,718
35763,35763,664,709
35764,35764,644,857
35765,35765,675,443
35766,35766,690,1138
35767,35767,641,854
35768,35768,536,501
35769,35769,691,631
35770,35770,690,651
35771,35771,501,738
35772,35772,667,520
35773,35773,624,527
35774,35774,642,525
35775,35775,684,572
35776,35776,520,473
35777,35777,677,816
35778,35778,764,932
35779,35779,423,708
35780,35780,563,557
35781,35781,724,662
35782,35782,844,744
35783,35783,988,806
35784,35784,846,696
35785,35785,538,967
35786,35786,724,529
35787,35787,694,980
35788,35788,709,762
35789,35789,596,704
35790,35790,874,405
35791,35791,866,861
35792,35792,856,518
35793,35793,744,789
35794,35794,489,780
35795,35795,873,839
35796,35796,877,820
35797,35797,563,591
35798,35798,613,769
35799,35799,556,705
35800,35800,562,1173
35801,35801,844,699
35802,35802,696,691
35803,35803,766,821
35804,35804,642,536
35805,35805,1024,815
35806,35806,938,787
35807,35807,627,812
35808,35808,634,784
35809,35809,448,497
35810,35810,942,416
35811,35811,667,666
35812,35812,577,608
35813,35813,683,577
35814,35814,650,682
35815,35815,541,663
35816,35816,852,631
35817,35817,841,909
35818,35818,655,673
35819,35819,625,740
35820,35820,678,651
35821,35821,606,743
35822,35822,783,833
35823,35823,645,647
35824,35824,631,516
35825,35825,661,769
35826,35826,351,526
35827,35827,663,600
35828,35828,850,757
35829,35829,558,720
35830,35830,906,822
35831,35831,798,633
35832,35832,935,586
35833,35833,646,556
35834,35834,993,698
35835,35835,1027,641
35836,35836,537,546
35837,35837,557,467
35838,35838,587,460
35839,35839,842,874
35840,35840,642,739
35841,35841,790,684
35842,35842,565,824
35843,35843,503,731
35844,35844,832,831
35845,35845,481,517
35846,35846,745,602
35847,35847,653,827
35848,35848,604,838
35849,35849,681,659
35850,35850,823,722
35851,35851,744,709
35852,35852,768,939
35853,35853,665,691
35854,35854,762,745
35855,35855,702,617
35856,35856,930,853
35857,35857,734,630
35858,35858,709,827
35859,35859,680,898
35860,35860,478,386
35861,35861,718,800
35862,35862,797,674
35863,35863,648,810
35864,35864,872,658
35865,35865,895,818
35866,35866,614,811
35867,35867,593,648
35868,35868,866,762
35869,35869,730,553
35870,35870,700,782
35871,35871,596,460
35872,35872,578,496
35873,35873,747,573
35874,35874,816,728
35875,35875,716,516
35876,35876,647,540
35877,35877,697,965
35878,35878,685,674
35879,35879,767,549
35880,35880,500,393
35881,35881,944,988
35882,35882,551,650
35883,35883,688,722
35884,35884,795,906
35885,35885,760,652
35886,35886,656,365
35887,35887,783,663
35888,35888,798,727
35889,35889,696,504
35890,35890,842,865
35891,35891,742,548
35892,35892,451,779
35893,35893,761,834
35894,35894,481,914
35895,35895,659,782
35896,35896,648,749
35897,35897,759,689
35898,35898,351,908
35899,35899,781,815
35900,35900,404,604
35901,35901,584,625
35902,35902,580,672
35903,35903,571,618
35904,35904,870,502
35905,35905,818,607
35906,35906,670,910
35907,35907,427,475
35908,35908,561,495
35909,35909,717,586
35910,35910,602,640
35911,35911,840,615
35912,35912,1092,851
35913,35913,627,734
35914,35914,607,1103
35915,35915,682,613
35916,35916,863,599
35917,35917,684,599
35918,35918,537,728
35919,35919,991,967
35920,35920,511,847
35921,35921,698,1039
35922,35922,734,647
35923,35923,650,440
35924,35924,620,547
35925,35925,777,699
35926,35926,424,637
35927,35927,805,677
35928,35928,744,535
35929,35929,835,666
35930,35930,573,553
35931,35931,825,635
35932,35932,625,837
35933,35933,812,724
35934,35934,786,619
35935,35935,834,560
35936,35936,741,610
35937,35937,907,503
35938,35938,765,795
35939,35939,753,570
35940,35940,741,782
35941,35941,634,523
35942,35942,759,1012
35943,35943,594,698
35944,35944,546,440
35945,35945,572,1056
35946,35946,849,587
35947,35947,707,560
35948,35948,856,771
35949,35949,690,719
35950,35950,787,747
35951,35951,619,750
35952,35952,736,826
35953,35953,936,683
35954,35954,797,778
35955,35955,972,755
35956,35956,971,989
35957,35957,1035,686
35958,35958,531,573
35959,35959,746,710
35960,35960,865,599
35961,35961,606,690
35962,35962,568,742
35963,35963,720,895
35964,35964,717,444
35965,35965,745,701
35966,35966,644,876
35967,35967,832,551
35968,35968,875,561
35969,35969,808,510
35970,35970,585,395
35971,35971,825,638
35972,35972,666,772
35973,35973,918,1024
35974,35974,748,791
35975,35975,664,719
35976,35976,781,1041
35977,35977,502,444
35978,35978,837,534
35979,35979,865,1053
35980,35980,558,607
35981,35981,936,671
35982,35982,568,682
35983,35983,673,692
35984,35984,690,751
35985,35985,932,763
35986,35986,408,780
35987,35987,636,640
35988,35988,806,487
35989,35989,713,881
35990,35990,691,736
35991,35991,932,714
35992,35992,1006,678
35993,35993,793,611
35994,35994,666,394
35995,35995,641,693
35996,35996,919,1023
35997,35997,842,699
35998,35998,630,713
35999,35999,819,746
36000,36000,802,688
36001,36001,620,518
36002,36002,776,767
36003,36003,701,492
36004,36004,838,611
36005,36005,619,734
36006,36006,450,422
36007,36007,806,577
36008,36008,461,690
36009,36009,645,832
36010,36010,625,734
36011,36011,588,677
36012,36012,554,634
36013,36013,857,696
36014,36014,449,428
36015,36015,650,671
36016,36016,646,725
36017,36017,692,621
36018,36018,701,871
36019,36019,695,603
36020,36020,475,573
36021,36021,606,528
36022,36022,596,538
36023,36023,547,835
36024,36024,624,577
36025,36025,872,732
36026,36026,772,717
36027,36027,748,810
36028,36028,898,864
36029,36029,884,1092
36030,36030,913,629
36031,36031,689,816
36032,36032,633,991
36033,36033,1029,680
36034,36034,596,838
36035,36035,1025,511
36036,36036,545,764
36037,36037,1013,796
36038,36038,564,782
36039,36039,568,682
36040,36040,593,625
36041,36041,884,594
36042,36042,868,552
36043,36043,456,454
36044,36044,704,489
36045,36045,552,612
36046,36046,411,606
36047,36047,653,636
36048,36048,691,1115
36049,36049,607,601
36050,36050,815,665
36051,36051,753,578
36052,36052,704,795
36053,36053,508,756
36054,36054,697,835
36055,36055,779,794
36056,36056,1078,992
36057,36057,560,788
36058,36058,562,673
36059,36059,612,1156
36060,36060,639,933
36061,36061,446,751
36062,36062,691,685
36063,36063,682,678
36064,36064,672,609
36065,36065,750,706
36066,36066,451,559
36067,36067,594,566
36068,36068,748,598
36069,36069,758,591
36070,36070,733,1266
36071,36071,613,647
36072,36072,681,639
36073,36073,680,822
36074,36074,642,566
36075,36075,634,580
36076,36076,476,577
36077,36077,769,663
36078,36078,582,691
36079,36079,543,950
36080,36080,761,866
36081,36081,823,764
36082,36082,424,522
36083,36083,856,828
36084,36084,821,764
36085,36085,587,669
36086,36086,814,547
36087,36087,733,628
36088,36088,923,670
36089,36089,629,937
36090,36090,817,855
36091,36091,851,718
36092,36092,849,690
36093,36093,719,726
36094,36094,676,659
36095,36095,516,845
36096,36096,559,653
36097,36097,752,634
36098,36098,691,1079
36099,36099,657,541
36100,36100,412,907
36101,36101,665,906
36102,36102,785,780
36103,36103,830,543
36104,36104,441,287
36105,36105,795,603
36106,36106,640,695
36107,36107,640,711
36108,36108,718,797
36109,36109,721,803
36110,36110,692,619
36111,36111,744,596
36112,36112,637,715
36113,36113,398,955
36114,36114,1020,534
36115,36115,593,788
36116,36116,713,741
36117,36117,836,766
36118,36118,834,948
36119,36119,628,529
36120,36120,859,800
36121,36121,589,858
36122,36122,807,677
36123,36123,509,563
36124,36124,860,928
36125,36125,683,522
36126,36126,608,739
36127,36127,582,607
36128,36128,852,776
36129,36129,909,663
36130,36130,706,643
36131,36131,538,584
36132,36132,720,726
36133,36133,597,773
36134,36134,696,756
36135,36135,717,766
36136,36136,791,852
36137,36137,783,806
36138,36138,697,616
36139,36139,660,673
36140,36140,485,1026
36141,36141,741,673
36142,36142,694,773
36143,36143,566,602
36144,36144,698,758
36145,36145,896,779
36146,36146,615,510
36147,36147,685,496
36148,36148,724,643
36149,36149,613,604
36150,36150,491,451
36151,36151,730,541
36152,36152,1002,862
36153,36153,645,914
36154,36154,635,670
36155,36155,578,614
36156,36156,917,806
36157,36157,839,933
36158,36158,496,794
36159,36159,723,718
36160,36160,715,782
36161,36161,761,465
36162,36162,937,1034
36163,36163,647,691
36164,36164,905,566
36165,36165,799,496
36166,36166,607,798
36167,36167,642,630
36168,36168,687,511
36169,36169,606,975
36170,36170,410,615
36171,36171,527,568
36172,36172,856,700
36173,36173,805,841
36174,36174,677,592
36175,36175,647,768
36176,36176,899,566
36177,36177,703,792
36178,36178,701,573
36179,36179,666,758
36180,36180,820,593
36181,36181,394,813
36182,36182,688,953
36183,36183,784,775
36184,36184,416,502
36185,36185,868,650
36186,36186,731,797
36187,36187,605,375
36188,36188,736,504
36189,36189,1131,977
36190,36190,852,748
36191,36191,796,592
36192,36192,871,560
36193,36193,703,632
36194,36194,986,770
36195,36195,1000,743
36196,36196,859,411
36197,36197,702,620
36198,36198,517,484
36199,36199,668,930
36200,36200,517,648
36201,36201,740,521
36202,36202,728,618
36203,36203,751,735
36204,36204,952,638
36205,36205,668,620
36206,36206,751,786
36207,36207,712,612
36208,36208,890,749
36209,36209,726,668
36210,36210,773,582
36211,36211,512,860
36212,36212,826,716
36213,36213,987,471
36214,36214,667,1156
36215,36215,773,609
36216,36216,858,968
36217,36217,753,969
36218,36218,610,724
36219,36219,642,579
36220,36220,916,744
36221,36221,729,756
36222,36222,836,676
36223,36223,738,898
36224,36224,784,775
36225,36225,582,488
36226,36226,671,641
36227,36227,557,691
36228,36228,595,573
36229,36229,867,641
36230,36230,591,714
36231,36231,565,726
36232,36232,547,685
36233,36233,956,597
36234,36234,849,855
36235,36235,468,658
36236,36236,859,502
36237,36237,715,797
36238,36238,781,802
36239,36239,883,654
36240,36240,488,658
36241,36241,905,761
36242,36242,679,568
36243,36243,710,632
36244,36244,884,678
36245,36245,620,671
36246,36246,610,860
36247,36247,626,769
36248,36248,565,830
36249,36249,575,624
36250,36250,747,897
36251,36251,750,867
36252,36252,716,633
36253,36253,705,597
36254,36254,634,680
36255,36255,493,940
36256,36256,741,686
36257,36257,805,786
36258,36258,585,609
36259,36259,681,808
36260,36260,1058,1067
36261,36261,768,572
36262,36262,632,676
36263,36263,759,844
36264,36264,765,793
36265,36265,545,431
36266,36266,658,668
36267,36267,655,578
36268,36268,672,1046
36269,36269,915,669
36270,36270,742,732
36271,36271,863,1011
36272,36272,728,789
36273,36273,644,628
36274,36274,683,798
36275,36275,692,643
36276,36276,729,626
36277,36277,985,782
36278,36278,567,549
36279,36279,572,775
36280,36280,578,868
36281,36281,1246,738
36282,36282,581,543
36283,36283,812,532
36284,36284,694,855
36285,36285,787,742
36286,36286,981,637
36287,36287,703,750
36288,36288,797,685
36289,36289,861,540
36290,36290,658,817
36291,36291,555,965
36292,36292,659,927
36293,36293,722,808
36294,36294,643,547
36295,36295,703,743
36296,36296,772,668
36297,36297,896,692
36298,36298,926,475
36299,36299,848,800
36300,36300,677,781
36301,36301,773,1100
36302,36302,837,545
36303,36303,627,615
36304,36304,808,748
36305,36305,742,919
36306,36306,908,740
36307,36307,659,588
36308,36308,497,537
36309,36309,815,637
36310,36310,606,838
36311,36311,630,695
36312,36312,573,943
36313,36313,937,828
36314,36314,646,683
36315,36315,697,892
36316,36316,695,752
36317,36317,994,893
36318,36318,589,840
36319,36319,915,822
36320,36320,738,631
36321,36321,732,665
36322,36322,480,819
36323,36323,735,949
36324,36324,806,667
36325,36325,632,724
36326,36326,617,612
36327,36327,1000,746
36328,36328,692,513
36329,36329,601,641
36330,36330,553,511
36331,36331,674,686
36332,36332,619,684
36333,36333,750,1073
36334,36334,562,855
36335,36335,864,821
36336,36336,631,699
36337,36337,651,639
36338,36338,620,594
36339,36339,470,666
36340,36340,692,953
36341,36341,676,765
36342,36342,942,708
36343,36343,971,1060
36344,36344,601,687
36345,36345,647,650
36346,36346,861,646
36347,36347,624,543
36348,36348,762,655
36349,36349,962,645
36350,36350,653,722
36351,36351,928,687
36352,36352,932,1018
36353,36353,642,840
36354,36354,792,736
36355,36355,747,655
36356,36356,771,789
36357,36357,728,610
36358,36358,560,983
36359,36359,543,565
36360,36360,562,424
36361,36361,967,751
36362,36362,606,838
36363,36363,991,569
36364,36364,721,656
36365,36365,544,800
36366,36366,659,1031
36367,36367,885,761
36368,36368,924,802
36369,36369,741,803
36370,36370,683,776
36371,36371,799,675
36372,36372,679,676
36373,36373,813,727
36374,36374,512,614
36375,36375,606,561
36376,36376,730,771
36377,36377,441,691
36378,36378,688,796
36379,36379,751,595
36380,36380,664,623
36381,36381,703,525
36382,36382,664,767
36383,36383,873,981
36384,36384,711,463
36385,36385,927,722
36386,36386,635,631
36387,36387,613,484
36388,36388,567,738
36389,36389,836,407
36390,36390,848,542
36391,36391,561,805
36392,36392,704,607
36393,36393,540,623
36394,36394,677,785
36395,36395,535,823
36396,36396,672,561
36397,36397,726,784
36398,36398,760,632
36399,36399,713,637
36400,36400,753,670
36401,36401,810,608
36402,36402,751,714
36403,36403,975,716
36404,36404,586,475
36405,36405,458,591
36406,36406,650,828
36407,36407,874,462
36408,36408,725,672
36409,36409,828,685
36410,36410,996,899
36411,36411,711,687
36412,36412,557,766
36413,36413,548,855
36414,36414,697,774
36415,36415,791,764
36416,36416,645,504
36417,36417,1195,682
36418,36418,639,747
36419,36419,650,868
36420,36420,455,423
36421,36421,786,584
36422,36422,419,567
36423,36423,788,538
36424,36424,785,794
36425,36425,393,548
